"id"	"蛋氨酸"	"科名"	"小穗形"	"品种名称"	"谷氨酸"	"内稃色"	"棕榈酸"	"天冬氨酸"	"精氨酸"	"苏氨酸"	"丙氨酸"	"总和"	"油酸"	"有效分蘖"	"亚麻酸"	"外稃色"	"省"	"生育日数"	"保存编号"	"保存单位"	"亚油酸"	"幼苗习性"	"卵块"	"旗叶叶相"	"占脂肪酸"	"统一编号"	"主穗长"	"苯丙氨酸"	"学名"	"脂肪"	"胱氨酸"	"组氨酸"	"倒伏性"	"蛋白质"	"芒颜色"	"样品类型"	"亮氨酸"	"库编号"	"主穗小穗数"	"原产地"	"黑穗病率"	"不饱脂肪酸"	"甘氨酸"	"芒形状"	"蚜虫"	"氨"	"幼虫"	"主穗粒重"	"缬氨酸"	"黑穗病抗性"	"色氨酸"	"单株粒重"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"皮裸"	"千粒重"	"丝氨酸"	"属名"	"译名"	"幼苗颜色"	"粒型"	"抗旱性"	"红叶病抗性"	"轮层数"	"株高"	"穗形"	"异亮氨酸"	"红叶病病级"
"519"	"--"	"Gramineae(禾本科)"	"--"	"Sort fransk"	"--"	"--"	"19.44"	"--"	"--"	"--"	"--"	"--"	"38.83"	"3.3"	"1.07"	"--"	"国外"	"100"	"青畜248"	"青海省畜牧兽科院"	"40.44"	"直立"	"--"	"上举"	"--"	"ZY002646"	"19.9"	"--"	"Avena sativa L.(普通燕麦)"	"7.83"	"--"	"--"	"--"	"10.82"	"--"	"国外"	"--"	"I1F02557"	"55.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.7"	"--"	"IM"	"--"	"7.2"	"褐"	"--"	"--"	"--"	"皮"	"23.20"	"--"	"Avena(燕麦属)"	"Sort fransk"	"深绿"	"椭圆"	"--"	"HS"	"6.6"	"147.3"	"周散"	"--"	"7"
"520"	"--"	"Gramineae(禾本科)"	"--"	"Stormogul ISV."	"--"	"--"	"19.30"	"--"	"--"	"--"	"--"	"--"	"45.07"	"6.5"	"0.78"	"--"	"国外"	"108"	"青畜249"	"青海省畜牧兽科院"	"34.83"	"匍伏"	"--"	"下披"	"--"	"ZY002647"	"21.5"	"--"	"Avena sativa L.(普通燕麦)"	"8.67"	"--"	"--"	"--"	"9.29"	"--"	"国外"	"--"	"I1F02558"	"46.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.1"	"--"	"IM"	"--"	"1.2"	"褐"	"--"	"--"	"--"	"皮"	"24.30"	"--"	"Avena(燕麦属)"	"Stormogul ISV."	"深绿"	"纺锤"	"--"	"HS"	"7.0"	"133.8"	"周散"	"--"	"8"
"521"	"--"	"Gramineae(禾本科)"	"--"	"StormogulⅡSV"	"--"	"--"	"18.17"	"--"	"--"	"--"	"--"	"--"	"45.66"	"1.4"	"0.80"	"--"	"国外"	"112"	"青畜250"	"青海省畜牧兽科院"	"35.21"	"匍伏"	"--"	"上举"	"--"	"ZY002648"	"18.3"	"--"	"Avena sativa L.(普通燕麦)"	"9.39"	"--"	"--"	"--"	"9.55"	"--"	"国外"	"--"	"I1F02559"	"27.80"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.9"	"--"	"IM"	"--"	"2.7"	"褐"	"--"	"--"	"--"	"皮"	"20.70"	"--"	"Avena(燕麦属)"	"StormogulⅡSV"	"绿"	"纺锤"	"--"	"HS"	"6.8"	"121.8"	"周散"	"--"	"8"
"522"	"--"	"Gramineae(禾本科)"	"--"	"Tartarish schwar2"	"--"	"--"	"19.02"	"--"	"--"	"--"	"--"	"--"	"43.06"	"3.6"	"1.21"	"--"	"国外"	"106"	"青畜251"	"青海省畜牧兽科院"	"36.57"	"匍伏"	"--"	"上举"	"--"	"ZY002649"	"16.1"	"--"	"Avena sativa L.(普通燕麦)"	"9.49"	"--"	"--"	"--"	"8.92"	"--"	"国外"	"--"	"I1F02560"	"23.00"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.3"	"--"	"IM"	"--"	"8.9"	"黄"	"--"	"--"	"--"	"皮"	"24.20"	"--"	"Avena(燕麦属)"	"Tartarish schwar2"	"绿"	"纺锤"	"--"	"HS"	"6.4"	"139.4"	"周紧"	"--"	"8"
"523"	"--"	"Gramineae(禾本科)"	"--"	"AbedⅢ"	"--"	"--"	"20.01"	"--"	"--"	"--"	"--"	"--"	"42.03"	"2.3"	"0.90"	"--"	"国外"	"110"	"青畜254"	"青海省畜牧兽科院"	"36.83"	"直立"	"--"	"上举"	"--"	"ZY002650"	"15.7"	"--"	"Avena sativa L.(普通燕麦)"	"7.72"	"--"	"--"	"--"	"9.04"	"--"	"国外"	"--"	"I1F02561"	"22.00"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"--"	"IM"	"--"	"6.7"	"黄"	"--"	"--"	"--"	"皮"	"31.00"	"--"	"Avena(燕麦属)"	"AbedⅢ"	"深绿"	"纺锤"	"--"	"HS"	"4.8"	"151.7"	"周散"	"--"	"9"
"524"	"--"	"Gramineae(禾本科)"	"--"	"Arla W"	"--"	"--"	"19.21"	"--"	"--"	"--"	"--"	"--"	"42.80"	"1.5"	"1.25"	"--"	"国外"	"104"	"青畜255"	"青海省畜牧兽科院"	"36.55"	"匍伏"	"--"	"上举"	"--"	"ZY002651"	"15.3"	"--"	"Avena sativa L.(普通燕麦)"	"7.68"	"--"	"--"	"--"	"10.42"	"--"	"国外"	"--"	"I1F02562"	"37.60"	"丹麦"	"5.9"	"--"	"--"	"--"	"--"	"--"	"--"	"1.6"	"--"	"R"	"--"	"3.2"	"黄"	"--"	"--"	"--"	"皮"	"27.80"	"--"	"Avena(燕麦属)"	"Arla W"	"深绿"	"纺锤"	"--"	"HS"	"6.4"	"118.6"	"周散"	"--"	"8"
"525"	"--"	"Gramineae(禾本科)"	"--"	"BorrisⅠ"	"--"	"--"	"19.02"	"--"	"--"	"--"	"--"	"--"	"40.68"	"1.6"	"1.31"	"--"	"国外"	"100"	"青畜256"	"青海省畜牧兽科院"	"38.80"	"直立"	"--"	"上举"	"--"	"ZY002652"	"18.0"	"--"	"Avena sativa L.(普通燕麦)"	"7.03"	"--"	"--"	"--"	"11.24"	"--"	"国外"	"--"	"I1F02563"	"33.40"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.6"	"--"	"IM"	"--"	"4.0"	"黄"	"--"	"--"	"--"	"皮"	"27.30"	"--"	"Avena(燕麦属)"	"BorrisⅠ"	"深绿"	"纺锤"	"--"	"HS"	"7.0"	"131.4"	"周散"	"--"	"8"
"526"	"--"	"Gramineae(禾本科)"	"--"	"BorrisⅡ"	"--"	"--"	"18.79"	"--"	"--"	"--"	"--"	"--"	"40.76"	"3.6"	"1.01"	"--"	"国外"	"106"	"青畜257"	"青海省畜牧兽科院"	"39.42"	"直立"	"--"	"平展"	"--"	"ZY002653"	"17.4"	"--"	"Avena sativa L.(普通燕麦)"	"7.49"	"--"	"--"	"--"	"9.21"	"--"	"国外"	"--"	"I1F02564"	"36.40"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.7"	"--"	"IM"	"--"	"4.5"	"黄"	"--"	"--"	"--"	"皮"	"30.20"	"--"	"Avena(燕麦属)"	"BorrisⅡ"	"深绿"	"纺锤"	"--"	"HS"	"6.2"	"112.7"	"周散"	"--"	"8"
"527"	"--"	"Gramineae(禾本科)"	"--"	"Borris IOI"	"--"	"--"	"18.49"	"--"	"--"	"--"	"--"	"--"	"40.75"	"5.3"	"1.14"	"--"	"国外"	"104"	"青畜258"	"青海省畜牧兽科院"	"39.42"	"直立"	"--"	"上举"	"--"	"ZY002654"	"19.6"	"--"	"Avena sativa L.(普通燕麦)"	"7.61"	"--"	"--"	"--"	"9.68"	"--"	"国外"	"--"	"I1F02565"	"37.90"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.2"	"--"	"IM"	"--"	"6.5"	"黄"	"--"	"--"	"--"	"皮"	"25.30"	"--"	"Avena(燕麦属)"	"Borris IOI"	"深绿"	"纺锤"	"--"	"HS"	"5.7"	"119.9"	"周散"	"--"	"8"
"528"	"--"	"Gramineae(禾本科)"	"--"	"Borris Stand(259)"	"--"	"--"	"19.69"	"--"	"--"	"--"	"--"	"--"	"41.77"	"2.1"	"1.26"	"--"	"国外"	"107"	"青畜259"	"青海省畜牧兽科院"	"37.06"	"直立"	"--"	"平展"	"--"	"ZY002655"	"18.4"	"--"	"Avena sativa L.(普通燕麦)"	"7.66"	"--"	"--"	"--"	"9.74"	"--"	"国外"	"--"	"I1F02566"	"36.20"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.4"	"--"	"IM"	"--"	"4.2"	"白"	"--"	"--"	"--"	"皮"	"28.30"	"--"	"Avena(燕麦属)"	"Borris Stand(259)"	"深绿"	"纺锤"	"--"	"HS"	"6.4"	"142.9"	"周散"	"--"	"7"
"529"	"--"	"Gramineae(禾本科)"	"--"	"Flaminstreue Petk"	"--"	"--"	"19.10"	"--"	"--"	"--"	"--"	"--"	"43.83"	"2.0"	"1.14"	"--"	"国外"	"108"	"青畜262"	"青海省畜牧兽科院"	"35.71"	"匍伏"	"--"	"平展"	"--"	"ZY002656"	"18.8"	"--"	"Avena sativa L.(普通燕麦)"	"8.02"	"--"	"--"	"--"	"10.82"	"--"	"国外"	"--"	"I1F02567"	"37.80"	"丹麦"	"8.7"	"--"	"--"	"--"	"--"	"--"	"--"	"2.6"	"--"	"R"	"--"	"5.1"	"黄"	"--"	"--"	"--"	"皮"	"26.80"	"--"	"Avena(燕麦属)"	"Flaminstreue Petk"	"深绿"	"纺锤"	"--"	"HS"	"6.5"	"114.4"	"周散"	"--"	"7"
"530"	"--"	"Gramineae(禾本科)"	"--"	"Golden giant"	"--"	"--"	"18.89"	"--"	"--"	"--"	"--"	"--"	"40.62"	"3.3"	"1.26"	"--"	"国外"	"106"	"青畜263"	"青海省畜牧兽科院"	"39.22"	"直立"	"--"	"上举"	"--"	"ZY002657"	"19.3"	"--"	"Avena sativa L.(普通燕麦)"	"7.28"	"--"	"--"	"--"	"10.70"	"--"	"国外"	"--"	"I1F02568"	"50.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"3.1"	"--"	"IM"	"--"	"9.4"	"黄"	"--"	"--"	"--"	"皮"	"28.00"	"--"	"Avena(燕麦属)"	"Golden giant"	"深绿"	"纺锤"	"--"	"HS"	"6.4"	"135.8"	"周散"	"--"	"7"
"531"	"--"	"Gramineae(禾本科)"	"--"	"Grenader nloistad"	"--"	"--"	"18.60"	"--"	"--"	"--"	"--"	"--"	"40.91"	"3.5"	"1.25"	"--"	"国外"	"101"	"青畜264"	"青海省畜牧兽科院"	"39.17"	"直立"	"--"	"上举"	"--"	"ZY002658"	"13.7"	"--"	"Avena sativa L.(普通燕麦)"	"6.57"	"--"	"--"	"--"	"10.54"	"--"	"国外"	"--"	"I1F02569"	"21.40"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"8.9"	"--"	"IM"	"--"	"9.1"	"黄"	"--"	"--"	"--"	"皮"	"31.80"	"--"	"Avena(燕麦属)"	"Grenader nloistad"	"深绿"	"椭圆"	"--"	"HS"	"5.4"	"131.6"	"周散"	"--"	"7"
"532"	"--"	"Gramineae(禾本科)"	"--"	"Gue N Sgaard"	"--"	"--"	"19.58"	"--"	"--"	"--"	"--"	"--"	"39.08"	"1.9"	"1.18"	"--"	"国外"	"99"	"青畜265"	"青海省畜牧兽科院"	"39.89"	"直立"	"--"	"上举"	"--"	"ZY002659"	"16.6"	"--"	"Avena sativa L.(普通燕麦)"	"7.15"	"--"	"--"	"--"	"10.04"	"--"	"国外"	"--"	"I1F02570"	"28.20"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.3"	"--"	"IM"	"--"	"4.0"	"黄"	"--"	"--"	"--"	"皮"	"36.20"	"--"	"Avena(燕麦属)"	"Gue N Sgaard"	"深绿"	"椭圆"	"--"	"HS"	"6.2"	"112.7"	"周紧"	"--"	"7"
"533"	"--"	"Gramineae(禾本科)"	"--"	"GuedregnⅡSV"	"--"	"--"	"18.55"	"--"	"--"	"--"	"--"	"--"	"40.27"	"2.1"	"1.23"	"--"	"国外"	"104"	"青畜267"	"青海省畜牧兽科院"	"39.76"	"直立"	"--"	"上举"	"--"	"ZY002660"	"19.4"	"--"	"Avena sativa L.(普通燕麦)"	"7.34"	"--"	"--"	"--"	"11.03"	"--"	"国外"	"--"	"I1F02571"	"27.00"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.7"	"--"	"IM"	"--"	"6.8"	"黄"	"--"	"--"	"--"	"皮"	"29.00"	"--"	"Avena(燕麦属)"	"GuedregnⅡSV"	"深绿"	"椭圆"	"--"	"HS"	"6.6"	"141.7"	"周散"	"--"	"7"
"534"	"--"	"Gramineae(禾本科)"	"--"	"Hird"	"--"	"--"	"20.30"	"--"	"--"	"--"	"--"	"--"	"39.94"	"2.7"	"1.50"	"--"	"国外"	"111"	"青畜269"	"青海省畜牧兽科院"	"38.02"	"直立"	"--"	"上举"	"--"	"ZY002661"	"15.2"	"--"	"Avena sativa L.(普通燕麦)"	"6.77"	"--"	"--"	"--"	"11.14"	"--"	"国外"	"--"	"I1F02572"	"24.20"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.6"	"--"	"IM"	"--"	"7.7"	"黄"	"--"	"--"	"--"	"皮"	"27.20"	"--"	"Avena(燕麦属)"	"Hird"	"深绿"	"纺锤"	"--"	"HS"	"6.8"	"144.5"	"周散"	"--"	"7"
"535"	"--"	"Gramineae(禾本科)"	"--"	"Jowa 105"	"--"	"--"	"18.37"	"--"	"--"	"--"	"--"	"--"	"41.33"	"3.3"	"1.37"	"--"	"国外"	"114"	"青畜271"	"青海省畜牧兽科院"	"38.96"	"直立"	"--"	"平展"	"--"	"ZY002662"	"22.4"	"--"	"Avena sativa L.(普通燕麦)"	"7.36"	"--"	"--"	"--"	"10.28"	"--"	"国外"	"--"	"I1F02573"	"74.10"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"3.3"	"--"	"IM"	"--"	"6.5"	"黄"	"--"	"--"	"--"	"皮"	"22.80"	"--"	"Avena(燕麦属)"	"Jowa 105"	"深绿"	"椭圆"	"--"	"HS"	"6.2"	"132.3"	"周散"	"--"	"8"
"536"	"--"	"Gramineae(禾本科)"	"--"	"Jaune V. Lockows"	"--"	"--"	"18.67"	"--"	"--"	"--"	"--"	"--"	"43.77"	"2.0"	"1.44"	"--"	"国外"	"107"	"青畜272"	"青海省畜牧兽科院"	"35.94"	"直立"	"--"	"上举"	"--"	"ZY002663"	"21.1"	"--"	"Avena sativa L.(普通燕麦)"	"8.44"	"--"	"--"	"--"	"10.84"	"--"	"国外"	"--"	"I1F02574"	"63.50"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.7"	"--"	"IM"	"--"	"4.4"	"黄"	"--"	"--"	"--"	"皮"	"22.20"	"--"	"Avena(燕麦属)"	"Jaune V. Lockows"	"绿"	"纺锤"	"--"	"HS"	"6.4"	"133.4"	"周散"	"--"	"9"
"537"	"--"	"Gramineae(禾本科)"	"--"	"Jogrlen"	"--"	"--"	"17.38"	"--"	"--"	"--"	"--"	"--"	"34.76"	"2.3"	"1.59"	"--"	"国外"	"103"	"青畜273"	"青海省畜牧兽科院"	"46.25"	"直立"	"--"	"上举"	"--"	"ZY002664"	"17.5"	"--"	"Avena sativa L.(普通燕麦)"	"5.35"	"--"	"--"	"--"	"9.78"	"--"	"国外"	"--"	"I1F02575"	"28.20"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.6"	"--"	"IM"	"--"	"5.5"	"黄"	"--"	"--"	"--"	"皮"	"24.20"	"--"	"Avena(燕麦属)"	"Jogrlen"	"绿"	"椭圆"	"--"	"HS"	"6.2"	"129.3"	"周散"	"--"	"7"
"538"	"--"	"Gramineae(禾本科)"	"--"	"Kost Moistad"	"--"	"--"	"18.04"	"--"	"--"	"--"	"--"	"--"	"41.99"	"1.9"	"1.18"	"--"	"国外"	"114"	"青畜274"	"青海省畜牧兽科院"	"38.78"	"直立"	"--"	"上举"	"--"	"ZY002665"	"21.9"	"--"	"Avena sativa L.(普通燕麦)"	"7.83"	"--"	"--"	"--"	"11.24"	"--"	"国外"	"--"	"I1F02576"	"33.00"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"4.4"	"--"	"IM"	"--"	"5.8"	"黄"	"--"	"--"	"--"	"皮"	"25.80"	"--"	"Avena(燕麦属)"	"Kost Moistad"	"绿"	"纺锤"	"--"	"HS"	"7.0"	"138.4"	"周紧"	"--"	"7"
"539"	"--"	"Gramineae(禾本科)"	"--"	"Nassengriider kiecen"	"--"	"--"	"18.33"	"--"	"--"	"--"	"--"	"--"	"40.40"	"2.3"	"1.05"	"--"	"国外"	"114"	"青畜277"	"青海省畜牧兽科院"	"40.21"	"直立"	"--"	"平展"	"--"	"ZY002666"	"26.2"	"--"	"Avena sativa L.(普通燕麦)"	"7.57"	"--"	"--"	"--"	"11.68"	"--"	"国外"	"--"	"I1F02577"	"54.40"	"丹麦"	"4.8"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"--"	"HR"	"--"	"5.7"	"黄"	"--"	"--"	"--"	"皮"	"26.90"	"--"	"Avena(燕麦属)"	"Nassengriider kiecen"	"绿"	"椭圆"	"--"	"HS"	"6.6"	"174.3"	"周紧"	"--"	"8"
"540"	"--"	"Gramineae(禾本科)"	"--"	"Pewii mer Hammerich"	"--"	"--"	"19.18"	"--"	"--"	"--"	"--"	"--"	"39.77"	"2.9"	"1.33"	"--"	"国外"	"107"	"青畜280"	"青海省畜牧兽科院"	"39.52"	"直立"	"--"	"下披"	"--"	"ZY002667"	"22.3"	"--"	"Avena sativa L.(普通燕麦)"	"8.04"	"--"	"--"	"--"	"13.16"	"--"	"国外"	"--"	"I1F02578"	"54.80"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"4.4"	"--"	"IM"	"--"	"6.4"	"白"	"--"	"--"	"--"	"皮"	"22.70"	"--"	"Avena(燕麦属)"	"Pewii mer Hammerich"	"淡绿"	"纺锤"	"--"	"HS"	"7.4"	"156.0"	"周散"	"--"	"8"
"541"	"--"	"Gramineae(禾本科)"	"--"	"Pluie D'or"	"--"	"--"	"19.17"	"--"	"--"	"--"	"--"	"--"	"39.64"	"5.8"	"1.36"	"--"	"国外"	"107"	"青畜281"	"青海省畜牧兽科院"	"39.61"	"直立"	"--"	"上举"	"--"	"ZY002668"	"17.8"	"--"	"Avena sativa L.(普通燕麦)"	"6.76"	"--"	"--"	"--"	"12.57"	"--"	"国外"	"--"	"I1F02579"	"30.00"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.2"	"--"	"IM"	"--"	"1.6"	"黄"	"--"	"--"	"--"	"皮"	"27.70"	"--"	"Avena(燕麦属)"	"Pluie D'or"	"深绿"	"纺锤"	"--"	"HS"	"6.8"	"132.7"	"周散"	"--"	"8"
"542"	"--"	"Gramineae(禾本科)"	"--"	"Prolifique do calif"	"--"	"--"	"18.89"	"--"	"--"	"--"	"--"	"--"	"40.20"	"5.2"	"1.21"	"--"	"国外"	"109"	"青畜282"	"青海省畜牧兽科院"	"39.47"	"直立"	"--"	"上举"	"--"	"ZY002669"	"27.2"	"--"	"Avena sativa L.(普通燕麦)"	"7.49"	"--"	"--"	"--"	"11.82"	"--"	"国外"	"--"	"I1F02580"	"63.70"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"3.6"	"--"	"IM"	"--"	"9.9"	"褐"	"--"	"--"	"--"	"皮"	"26.20"	"--"	"Avena(燕麦属)"	"Prolifique do calif"	"深绿"	"纺锤"	"--"	"HS"	"6.3"	"146.8"	"周散"	"--"	"8"
"543"	"--"	"Gramineae(禾本科)"	"--"	"Rieseng Fahnen"	"--"	"--"	"19.65"	"--"	"--"	"--"	"--"	"--"	"39.42"	"2.0"	"1.09"	"--"	"国外"	"110"	"青畜283"	"青海省畜牧兽科院"	"39.63"	"直立"	"--"	"上举"	"--"	"ZY002670"	"18.8"	"--"	"Avena sativa L.(普通燕麦)"	"7.24"	"--"	"--"	"--"	"11.41"	"--"	"国外"	"--"	"I1F02581"	"27.20"	"丹麦"	"6.3"	"--"	"--"	"--"	"--"	"--"	"--"	"1.1"	"--"	"R"	"--"	"2.6"	"黄"	"--"	"--"	"--"	"皮"	"18.50"	"--"	"Avena(燕麦属)"	"Rieseng Fahnen"	"深绿"	"椭圆"	"--"	"HS"	"6.4"	"155.0"	"周紧"	"--"	"8"
"544"	"--"	"Gramineae(禾本科)"	"--"	"Schwedischer"	"--"	"--"	"18.86"	"--"	"--"	"--"	"--"	"--"	"41.34"	"1.9"	"1.17"	"--"	"国外"	"109"	"青畜285"	"青海省畜牧兽科院"	"38.60"	"直立"	"--"	"上举"	"--"	"ZY002671"	"18.6"	"--"	"Avena sativa L.(普通燕麦)"	"7.85"	"--"	"--"	"--"	"11.59"	"--"	"国外"	"--"	"I1F02582"	"37.00"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.6"	"--"	"IM"	"--"	"3.9"	"白"	"--"	"--"	"--"	"皮"	"31.70"	"--"	"Avena(燕麦属)"	"Schwedischer"	"深绿"	"纺锤"	"--"	"HS"	"6.6"	"140.9"	"周散"	"--"	"7"
"545"	"--"	"Gramineae(禾本科)"	"--"	"Abed 5/42"	"--"	"--"	"18.86"	"--"	"--"	"--"	"--"	"--"	"42.77"	"2.4"	"1.28"	"--"	"国外"	"104"	"青畜290"	"青海省畜牧兽科院"	"36.89"	"匍伏"	"--"	"上举"	"--"	"ZY002672"	"15.2"	"--"	"Avena sativa L.(普通燕麦)"	"8.18"	"--"	"--"	"--"	"10.54"	"--"	"国外"	"--"	"I1F02583"	"23.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.4"	"--"	"IM"	"--"	"6.4"	"黄"	"--"	"--"	"--"	"皮"	"27.50"	"--"	"Avena(燕麦属)"	"Abed 5/42"	"深绿"	"椭圆"	"--"	"HS"	"6.0"	"128.4"	"周散"	"--"	"7"
"546"	"--"	"Gramineae(禾本科)"	"--"	"Abed 5/42"	"--"	"--"	"18.34"	"--"	"--"	"--"	"--"	"--"	"42.54"	"1.9"	"1.17"	"--"	"国外"	"105"	"青畜291"	"青海省畜牧兽科院"	"37.74"	"直立"	"--"	"上举"	"--"	"ZY002673"	"14.0"	"--"	"Avena sativa L.(普通燕麦)"	"7.59"	"--"	"--"	"--"	"9.74"	"--"	"国外"	"--"	"I1F02584"	"21.40"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"--"	"IM"	"--"	"4.7"	"黄"	"--"	"--"	"--"	"皮"	"31.00"	"--"	"Avena(燕麦属)"	"Abed 5/42"	"深绿"	"纺锤"	"--"	"HS"	"5.6"	"122.9"	"周散"	"--"	"8"
"547"	"--"	"Gramineae(禾本科)"	"--"	"Abed 30"	"--"	"--"	"18.58"	"--"	"--"	"--"	"--"	"--"	"42.10"	"3.3"	"1.19"	"--"	"国外"	"106"	"青畜292"	"青海省畜牧兽科院"	"37.91"	"直立"	"--"	"平展"	"--"	"ZY002674"	"16.3"	"--"	"Avena sativa L.(普通燕麦)"	"7.95"	"--"	"--"	"--"	"10.52"	"--"	"国外"	"--"	"I1F02585"	"27.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.1"	"--"	"IM"	"--"	"9.0"	"黄"	"--"	"--"	"--"	"皮"	"29.70"	"--"	"Avena(燕麦属)"	"Abed 30"	"深绿"	"椭圆"	"--"	"HS"	"5.8"	"135.8"	"周散"	"--"	"8"
"548"	"--"	"Gramineae(禾本科)"	"--"	"Abed 77"	"--"	"--"	"20.41"	"--"	"--"	"--"	"--"	"--"	"42.34"	"2.3"	"1.09"	"--"	"国外"	"105"	"青畜293"	"青海省畜牧兽科院"	"35.91"	"直立"	"--"	"上举"	"--"	"ZY002675"	"15.9"	"--"	"Avena sativa L.(普通燕麦)"	"7.53"	"--"	"--"	"--"	"11.08"	"--"	"国外"	"--"	"I1F02586"	"25.20"	"丹麦"	"6.5"	"--"	"--"	"--"	"--"	"--"	"--"	"2.1"	"--"	"R"	"--"	"5.0"	"黄"	"--"	"--"	"--"	"皮"	"33.50"	"--"	"Avena(燕麦属)"	"Abed 77"	"深绿"	"纺锤"	"--"	"HS"	"5.8"	"134.5"	"周散"	"--"	"8"
"549"	"--"	"Gramineae(禾本科)"	"--"	"--"	"--"	"--"	"19.74"	"--"	"--"	"--"	"--"	"--"	"39.93"	"1.8"	"1.28"	"--"	"国外"	"105"	"青畜294"	"青海省畜牧兽科院"	"39.04"	"直立"	"--"	"下披"	"--"	"ZY002676"	"18.3"	"--"	"Avena sativa L.(普通燕麦)"	"6.68"	"--"	"--"	"--"	"11.93"	"--"	"国外"	"--"	"I1F02587"	"32.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.9"	"--"	"IM"	"--"	"8.7"	"黄"	"--"	"--"	"--"	"皮"	"28.50"	"--"	"Avena(燕麦属)"	"--"	"深绿"	"椭圆"	"--"	"HS"	"5.8"	"140.2"	"周散"	"--"	"9"
"550"	"--"	"Gramineae(禾本科)"	"--"	"Ajax"	"--"	"--"	"16.29"	"--"	"--"	"--"	"--"	"--"	"42.50"	"2.6"	"1.18"	"--"	"国外"	"106"	"青畜295"	"青海省畜牧兽科院"	"39.86"	"直立"	"--"	"平展"	"--"	"ZY002677"	"17.4"	"--"	"Avena sativa L.(普通燕麦)"	"7.23"	"--"	"--"	"--"	"11.67"	"--"	"国外"	"--"	"I1F02588"	"45.60"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"2.3"	"--"	"IM"	"--"	"5.5"	"黄"	"--"	"--"	"--"	"皮"	"26.00"	"--"	"Avena(燕麦属)"	"Ajax"	"深绿"	"纺锤"	"--"	"HS"	"5.6"	"137.0"	"周散"	"--"	"8"
"551"	"--"	"Gramineae(禾本科)"	"--"	"Antong"	"--"	"--"	"16.84"	"--"	"--"	"--"	"--"	"--"	"44.44"	"2.2"	"1.20"	"--"	"国外"	"109"	"青畜299"	"青海省畜牧兽科院"	"35.70"	"直立"	"--"	"平展"	"--"	"ZY002678"	"16.0"	"--"	"Avena sativa L.(普通燕麦)"	"8.08"	"--"	"--"	"--"	"11.03"	"--"	"国外"	"--"	"I1F02589"	"22.00"	"丹麦"	"0.0"	"--"	"--"	"--"	"--"	"--"	"--"	"1.5"	"--"	"IM"	"--"	"5.2"	"黄"	"--"	"--"	"--"	"皮"	"31.00"	"--"	"Avena(燕麦属)"	"Antong"	"绿"	"纺锤"	"--"	"HS"	"5.8"	"145.4"	"周散"	"--"	"7"
