"id"	"名称"	"种类"	"链接"
"1936"	"柑橘小粉蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘小粉蚧.jpg"
"1937"	"柑橘木虱"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘木虱.jpg"
"1938"	"柑橘枯叶蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘枯叶蛾.jpg"
"1939"	"柑橘溜皮虫"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘溜皮虫.jpg"
"1940"	"柑橘潜叶甲"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘潜叶甲.jpg"
"1941"	"柑橘灰象甲"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘灰象甲.jpg"
"1942"	"柑橘爆皮虫"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘爆皮虫.jpg"
"1943"	"柑橘粉虱"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘粉虱.jpg"
"1944"	"柑橘粉蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘粉蚧.jpg"
"1945"	"柑橘红蜘蛛"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘红蜘蛛.jpg"
"1946"	"柑橘绵蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘绵蚧.jpg"
"1947"	"柑橘芽瘿蚊"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘芽瘿蚊.jpg"
"1948"	"柑橘蓟马"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘蓟马.jpg"
"1949"	"柑橘蕾瘿蝇"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘蕾瘿蝇.jpg"
"1950"	"柑橘褐软蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘褐软蚧.jpg"
"1951"	"柑橘软蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘软蚧.jpg"
"1952"	"柑橘锈瘿螨"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/柑橘锈瘿螨.jpg"
"1953"	"桃蛀螟"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/桃蛀螟.jpg"
"1954"	"桥夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/桥夜蛾.jpg"
"1955"	"棉蚜"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/棉蚜.jpg"
"1956"	"椰圆蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/椰圆蚧.jpg"
"1957"	"橘二叉蚜"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/橘二叉蚜.jpg"
"1958"	"橘潜叶蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/橘潜叶蛾.jpg"
"1959"	"橘肖毛翅夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/橘肖毛翅夜蛾.jpg"
"1960"	"橘蚜"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/橘蚜.jpg"
"1961"	"橙红圆蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/橙红圆蚧.jpg"
"1962"	"油桐尺蠖"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/油桐尺蠖.jpg"
"1963"	"独角犀"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/独角犀.jpg"
"1964"	"玉带凤蝶"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/玉带凤蝶.jpg"
"1965"	"玫瑰巾夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/玫瑰巾夜蛾.jpg"
"1966"	"白囊蓑蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/白囊蓑蛾.jpg"
"1967"	"白星花金龟"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/白星花金龟.jpg"
"1968"	"白蛾蜡蝉"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/白蛾蜡蝉.jpg"
"1969"	"矢尖蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/矢尖蚧.jpg"
"1970"	"稻绿蝽"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/稻绿蝽.jpg"
"1971"	"糠片蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/糠片蚧.jpg"
"1972"	"红圆蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/红圆蚧.jpg"
"1973"	"红脚绿金龟子"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/红脚绿金龟子.jpg"
"1974"	"红蜡蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/红蜡蚧.jpg"
"1975"	"绣线菊蚜"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/绣线菊蚜.jpg"
"1976"	"网纹绵蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/网纹绵蚧.jpg"
"1977"	"艳叶夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/艳叶夜蛾.jpg"
"1978"	"花潜金龟子"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/花潜金龟子.jpg"
"1979"	"茶蓑蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/茶蓑蛾.jpg"
"1980"	"蜜柑大实蝇"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/蜜柑大实蝇.jpg"
"1981"	"蜡彩蓑蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/蜡彩蓑蛾.jpg"
"1982"	"螽蟖"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/螽蟖.jpg"
"1983"	"蟪蛄"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/蟪蛄.jpg"
"1984"	"褐刺蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/褐刺蛾.jpg"
"1985"	"褐圆蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/褐圆蚧.jpg"
"1986"	"褐天牛"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/褐天牛.jpg"
"1987"	"褐带长卷叶蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/褐带长卷叶蛾.jpg"
"1988"	"褐边绿刺蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/褐边绿刺蛾.jpg"
"1989"	"角蜡蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/角蜡蚧.jpg"
"1990"	"豹蠹蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/豹蠹蛾.jpg"
"1991"	"达摩凤蝶"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/达摩凤蝶.jpg"
"1992"	"野蛞蝓"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/野蛞蝓.jpg"
"1993"	"长白盾蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/长白盾蚧.jpg"
"1994"	"青安纽夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/青安纽夜蛾.jpg"
"1995"	"鸟嘴壶夜蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/鸟嘴壶夜蛾.jpg"
"1996"	"麻皮蝽"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/麻皮蝽.jpg"
"1997"	"黄刺蛾"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/黄刺蛾.jpg"
"1998"	"黄圆蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/黄圆蚧.jpg"
"1999"	"黑刺粉虱"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/黑刺粉虱.jpg"
"2000"	"黑点蚧"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/黑点蚧.jpg"
"2001"	"黑翅土白蚁"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/黑翅土白蚁.jpg"
"2002"	"黑蚱蝉"	"中国柑桔害虫数据库"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/黑蚱蝉.jpg"
"2003"	"三点盲蝽"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/三点盲蝽.jpg"
"2004"	"中华弧丽金龟"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/中华弧丽金龟.jpg"
"2005"	"中黑盲蝽"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/中黑盲蝽.jpg"
"2006"	"二斑叶螨"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/二斑叶螨.jpg"
"2007"	"土耳其斯坦叶螨"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/土耳其斯坦叶螨.jpg"
"2008"	"大蓑蛾"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/大蓑蛾.jpg"
"2009"	"大造桥虫"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/大造桥虫.jpg"
"2010"	"大青叶蝉"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/大青叶蝉.jpg"
"2011"	"小绿叶蝉"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/小绿叶蝉.jpg"
"2012"	"截形叶螨"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/截形叶螨.jpg"
"2013"	"朱砂叶螨"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/朱砂叶螨.jpg"
"2014"	"棉二点红蝽"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉二点红蝽.jpg"
"2015"	"棉双斜卷蛾"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉双斜卷蛾.jpg"
"2016"	"棉叶蝉"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉叶蝉.jpg"
"2017"	"棉大卷叶螟"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉大卷叶螟.jpg"
"2018"	"棉小卵象"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉小卵象.jpg"
"2019"	"棉小造桥虫"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉小造桥虫.jpg"
"2020"	"棉尖象"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉尖象.jpg"
"2021"	"棉根蚜"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉根蚜.jpg"
"2022"	"棉田亚洲玉米螟"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉田亚洲玉米螟.jpg"
"2023"	"棉田大灰象甲"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉田大灰象甲.jpg"
"2024"	"棉田柳毒蛾"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉田柳毒蛾.jpg"
"2025"	"棉田烟蓟马"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉田烟蓟马.jpg"
"2026"	"棉田甜菜夜蛾"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉田甜菜夜蛾.jpg"
"2027"	"棉田美洲斑潜蝇"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉田美洲斑潜蝇.jpg"
"2028"	"棉田花蓟马"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉田花蓟马.jpg"
"2029"	"棉田黄蓟马"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉田黄蓟马.jpg"
"2030"	"棉红铃虫"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉红铃虫.jpg"
"2031"	"棉花弧丽金龟"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉花弧丽金龟.jpg"
"2032"	"棉蚜"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉蚜.jpg"
"2033"	"棉蝗"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉蝗.jpg"
"2034"	"棉褐带卷蛾"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉褐带卷蛾.jpg"
"2035"	"棉铃虫"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉铃虫.jpg"
"2036"	"棉黑蚜"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/棉黑蚜.jpg"
"2037"	"烟粉虱"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/烟粉虱.jpg"
"2038"	"焦条丽夜蛾"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/焦条丽夜蛾.jpg"
"2039"	"牧草盲蝽"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/牧草盲蝽.jpg"
"2040"	"琉璃弧丽金龟"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/琉璃弧丽金龟.jpg"
"2041"	"神泽氏叶螨"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/神泽氏叶螨.jpg"
"2042"	"粉纹夜蛾"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/粉纹夜蛾.jpg"
"2043"	"绿盲蝽"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/绿盲蝽.jpg"
"2044"	"翠纹金刚钻"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/翠纹金刚钻.jpg"
"2045"	"苜蓿盲蝽"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/苜蓿盲蝽.jpg"
"2046"	"蒙古灰象甲"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/蒙古灰象甲.jpg"
"2047"	"赤须盲蝽(赤角盲蝽)"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/赤须盲蝽(赤角盲蝽).jpg"
"2048"	"鼎点金刚钻"	"中国棉花害虫数据库"	"agridata/images/中国农业有害生物数据库/中国棉花害虫数据库/鼎点金刚钻.jpg"
"2049"	"丁香蓼"	"中国水田杂草数据库"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/丁香蓼.jpg"
"2050"	"两栖蓼"	"中国水田杂草数据库"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/两栖蓼.jpg"
"2051"	"两歧飘拂草"	"中国水田杂草数据库"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/两歧飘拂草.jpg"
"2052"	"匍茎通泉草"	"中国水田杂草数据库"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/匍茎通泉草.jpg"
"2053"	"北水苦荬"	"中国水田杂草数据库"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/北水苦荬.jpg"
