"标题"	"目录"	"年鉴页码"	"编号"	"年鉴年份"	"CAJ"	"PDF"	"EXCEL"	"id"
"6—19 各地区农林牧渔业总产值增减及占全国的比重"	"六 农林牧渔业总产值、中间消耗及增加值"	"104"	"N2006042767000101"	"2001"	"yearbooks/N2006042767000101.caj"	"yearbooks/N2006042767000101.pdf"	"yearbooks/N2006042767000101.xls"	"101"
"6—20 各地区农林牧渔业总产值"	"六 农林牧渔业总产值、中间消耗及增加值"	"105-106"	"N2006042767000102"	"2001"	"yearbooks/N2006042767000102.caj"	"yearbooks/N2006042767000102.pdf"	"yearbooks/N2006042767000102.xls"	"102"
"七 主要农产品种植面积与产量"	"七 主要农产品种植面积与产量"	"107-180"	"N2006042767000103"	"2001"	"yearbooks/N2006042767000103.caj"	"yearbooks/N2006042767000103.pdf"		"103"
"7—1 主要农作物播种面积"	"七 主要农产品种植面积与产量"	"109-110"	"N2006042767000104"	"2001"	"yearbooks/N2006042767000104.caj"	"yearbooks/N2006042767000104.pdf"	"yearbooks/N2006042767000104.xls"	"104"
"7—2 主要农作物播种面积增减情况"	"七 主要农产品种植面积与产量"	"111"	"N2006042767000105"	"2001"	"yearbooks/N2006042767000105.caj"	"yearbooks/N2006042767000105.pdf"	"yearbooks/N2006042767000105.xls"	"105"
"7—3 主要农作物播种面积构成"	"七 主要农产品种植面积与产量"	"112"	"N2006042767000106"	"2001"	"yearbooks/N2006042767000106.caj"	"yearbooks/N2006042767000106.pdf"	"yearbooks/N2006042767000106.xls"	"106"
"7—4 各地区农作物总播种面积"	"七 主要农产品种植面积与产量"	"113"	"N2006042767000107"	"2001"	"yearbooks/N2006042767000107.caj"	"yearbooks/N2006042767000107.pdf"	"yearbooks/N2006042767000107.xls"	"107"
"7—5 各地区粮食播种面积增减情况"	"七 主要农产品种植面积与产量"	"114"	"N2006042767000108"	"2001"	"yearbooks/N2006042767000108.caj"	"yearbooks/N2006042767000108.pdf"	"yearbooks/N2006042767000108.xls"	"108"
"7—6 各地区粮食播种面积"	"七 主要农产品种植面积与产量"	"115"	"N2006042767000109"	"2001"	"yearbooks/N2006042767000109.caj"	"yearbooks/N2006042767000109.pdf"	"yearbooks/N2006042767000109.xls"	"109"
"7—7 各地区粮食播种面积"	"七 主要农产品种植面积与产量"	"116-117"	"N2006042767000110"	"2001"	"yearbooks/N2006042767000110.caj"	"yearbooks/N2006042767000110.pdf"	"yearbooks/N2006042767000110.xls"	"110"
"7—8 各地区油料播种面积"	"七 主要农产品种植面积与产量"	"118"	"N2006042767000111"	"2001"	"yearbooks/N2006042767000111.caj"	"yearbooks/N2006042767000111.pdf"	"yearbooks/N2006042767000111.xls"	"111"
"7—9 各地区棉花和麻类播种面积"	"七 主要农产品种植面积与产量"	"119"	"N2006042767000112"	"2001"	"yearbooks/N2006042767000112.caj"	"yearbooks/N2006042767000112.pdf"	"yearbooks/N2006042767000112.xls"	"112"
"7—10 各地区糖料播种面积"	"七 主要农产品种植面积与产量"	"120"	"N2006042767000113"	"2001"	"yearbooks/N2006042767000113.caj"	"yearbooks/N2006042767000113.pdf"	"yearbooks/N2006042767000113.xls"	"113"
"7－11 各地区烟叶和药材播种面积"	"七 主要农产品种植面积与产量"	"121"	"N2006042767000114"	"2001"	"yearbooks/N2006042767000114.caj"	"yearbooks/N2006042767000114.pdf"	"yearbooks/N2006042767000114.xls"	"114"
"7—12 各地区蔬菜、瓜类和青饲料播种面积"	"七 主要农产品种植面积与产量"	"122"	"N2006042767000115"	"2001"	"yearbooks/N2006042767000115.caj"	"yearbooks/N2006042767000115.pdf"	"yearbooks/N2006042767000115.xls"	"115"
"7—13 各地区主要农作物播种面积构成"	"七 主要农产品种植面积与产量"	"123"	"N2006042767000116"	"2001"	"yearbooks/N2006042767000116.caj"	"yearbooks/N2006042767000116.pdf"	"yearbooks/N2006042767000116.xls"	"116"
"7—14 主要农作物产品产量"	"七 主要农产品种植面积与产量"	"124"	"N2006042767000117"	"2001"	"yearbooks/N2006042767000117.caj"	"yearbooks/N2006042767000117.pdf"	"yearbooks/N2006042767000117.xls"	"117"
"7—15 主要农作物产品产量增减情况"	"七 主要农产品种植面积与产量"	"125"	"N2006042767000118"	"2001"	"yearbooks/N2006042767000118.caj"	"yearbooks/N2006042767000118.pdf"	"yearbooks/N2006042767000118.xls"	"118"
"7—16 各地区粮食总产量"	"七 主要农产品种植面积与产量"	"126"	"N2006042767000119"	"2001"	"yearbooks/N2006042767000119.caj"	"yearbooks/N2006042767000119.pdf"	"yearbooks/N2006042767000119.xls"	"119"
"7－17 各地区分季粮食作物产量"	"七 主要农产品种植面积与产量"	"127"	"N2006042767000120"	"2001"	"yearbooks/N2006042767000120.caj"	"yearbooks/N2006042767000120.pdf"	"yearbooks/N2006042767000120.xls"	"120"
"7—18 各地区分品种粮食作物产量"	"七 主要农产品种植面积与产量"	"128-129"	"N2006042767000121"	"2001"	"yearbooks/N2006042767000121.caj"	"yearbooks/N2006042767000121.pdf"	"yearbooks/N2006042767000121.xls"	"121"
"7—19 各地区油料产量"	"七 主要农产品种植面积与产量"	"130"	"N2006042767000122"	"2001"	"yearbooks/N2006042767000122.caj"	"yearbooks/N2006042767000122.pdf"	"yearbooks/N2006042767000122.xls"	"122"
"7—20 各地区棉花和麻类产量"	"七 主要农产品种植面积与产量"	"131"	"N2006042767000123"	"2001"	"yearbooks/N2006042767000123.caj"	"yearbooks/N2006042767000123.pdf"	"yearbooks/N2006042767000123.xls"	"123"
"7—21 各地区糖料产量"	"七 主要农产品种植面积与产量"	"132"	"N2006042767000124"	"2001"	"yearbooks/N2006042767000124.caj"	"yearbooks/N2006042767000124.pdf"	"yearbooks/N2006042767000124.xls"	"124"
"7—22 各地区烟叶产量"	"七 主要农产品种植面积与产量"	"133"	"N2006042767000125"	"2001"	"yearbooks/N2006042767000125.caj"	"yearbooks/N2006042767000125.pdf"	"yearbooks/N2006042767000125.xls"	"125"
"7—23 主要农作物单位面积产量"	"七 主要农产品种植面积与产量"	"134"	"N2006042767000126"	"2001"	"yearbooks/N2006042767000126.caj"	"yearbooks/N2006042767000126.pdf"	"yearbooks/N2006042767000126.xls"	"126"
"7—24 各地区分季粮食作物单位面积产量"	"七 主要农产品种植面积与产量"	"135"	"N2006042767000127"	"2001"	"yearbooks/N2006042767000127.caj"	"yearbooks/N2006042767000127.pdf"	"yearbooks/N2006042767000127.xls"	"127"
"7—25 各地区分品种粮食作物单位面积产量"	"七 主要农产品种植面积与产量"	"136-137"	"N2006042767000128"	"2001"	"yearbooks/N2006042767000128.caj"	"yearbooks/N2006042767000128.pdf"	"yearbooks/N2006042767000128.xls"	"128"
"7—26 各地区油料作物单位面积产量"	"七 主要农产品种植面积与产量"	"138"	"N2006042767000129"	"2001"	"yearbooks/N2006042767000129.caj"	"yearbooks/N2006042767000129.pdf"	"yearbooks/N2006042767000129.xls"	"129"
"7—27 各地区棉花和麻类单位面积产量"	"七 主要农产品种植面积与产量"	"139"	"N2006042767000130"	"2001"	"yearbooks/N2006042767000130.caj"	"yearbooks/N2006042767000130.pdf"	"yearbooks/N2006042767000130.xls"	"130"
"7—28 各地区糖料单位面积产量"	"七 主要农产品种植面积与产量"	"140"	"N2006042767000131"	"2001"	"yearbooks/N2006042767000131.caj"	"yearbooks/N2006042767000131.pdf"	"yearbooks/N2006042767000131.xls"	"131"
"7—29 茶叶、水果产量"	"七 主要农产品种植面积与产量"	"141"	"N2006042767000132"	"2001"	"yearbooks/N2006042767000132.caj"	"yearbooks/N2006042767000132.pdf"	"yearbooks/N2006042767000132.xls"	"132"
"7—30 茶叶、水果主要品种面积和产量增减情况"	"七 主要农产品种植面积与产量"	"142"	"N2006042767000133"	"2001"	"yearbooks/N2006042767000133.caj"	"yearbooks/N2006042767000133.pdf"	"yearbooks/N2006042767000133.xls"	"133"
"7-31 各地区茶园面积和茶叶产量"	"七 主要农产品种植面积与产量"	"143-144"	"N2006042767000134"	"2001"	"yearbooks/N2006042767000134.caj"	"yearbooks/N2006042767000134.pdf"	"yearbooks/N2006042767000134.xls"	"134"
"7—32 各地区果园面积"	"七 主要农产品种植面积与产量"	"145-146"	"N2006042767000135"	"2001"	"yearbooks/N2006042767000135.caj"	"yearbooks/N2006042767000135.pdf"	"yearbooks/N2006042767000135.xls"	"135"
"7—33 各地区水果产量"	"七 主要农产品种植面积与产量"	"147-149"	"N2006042767000136"	"2001"	"yearbooks/N2006042767000136.caj"	"yearbooks/N2006042767000136.pdf"	"yearbooks/N2006042767000136.xls"	"136"
"7—34 主要林产品产量"	"七 主要农产品种植面积与产量"	"150"	"N2006042767000137"	"2001"	"yearbooks/N2006042767000137.caj"	"yearbooks/N2006042767000137.pdf"	"yearbooks/N2006042767000137.xls"	"137"
"7—35 营林面积和主要林产品产量增减情况"	"七 主要农产品种植面积与产量"	"151"	"N2006042767000138"	"2001"	"yearbooks/N2006042767000138.caj"	"yearbooks/N2006042767000138.pdf"	"yearbooks/N2006042767000138.xls"	"138"
"7—36 各地区造林面积"	"七 主要农产品种植面积与产量"	"152-155"	"N2006042767000139"	"2001"	"yearbooks/N2006042767000139.caj"	"yearbooks/N2006042767000139.pdf"	"yearbooks/N2006042767000139.xls"	"139"
"7—37 各地区主要林产品产量"	"七 主要农产品种植面积与产量"	"156-159"	"N2006042767000140"	"2001"	"yearbooks/N2006042767000140.caj"	"yearbooks/N2006042767000140.pdf"	"yearbooks/N2006042767000140.xls"	"140"
"7—38 各地区村及村以下竹木采伐量"	"七 主要农产品种植面积与产量"	"160"	"N2006042767000141"	"2001"	"yearbooks/N2006042767000141.caj"	"yearbooks/N2006042767000141.pdf"	"yearbooks/N2006042767000141.xls"	"141"
"7—39 主要牲畜出栏量和畜产品产量增长情况"	"七 主要农产品种植面积与产量"	"161"	"N2006042767000142"	"2001"	"yearbooks/N2006042767000142.caj"	"yearbooks/N2006042767000142.pdf"	"yearbooks/N2006042767000142.xls"	"142"
"7—40 各地区主要牲畜出栏量"	"七 主要农产品种植面积与产量"	"162"	"N2006042767000143"	"2001"	"yearbooks/N2006042767000143.caj"	"yearbooks/N2006042767000143.pdf"	"yearbooks/N2006042767000143.xls"	"143"
"7—41 各地区肉类总产量"	"七 主要农产品种植面积与产量"	"163"	"N2006042767000144"	"2001"	"yearbooks/N2006042767000144.caj"	"yearbooks/N2006042767000144.pdf"	"yearbooks/N2006042767000144.xls"	"144"
"7－42 各地区其他畜产品产量"	"七 主要农产品种植面积与产量"	"164-165"	"N2006042767000145"	"2001"	"yearbooks/N2006042767000145.caj"	"yearbooks/N2006042767000145.pdf"	"yearbooks/N2006042767000145.xls"	"145"
"7—43 牲畜年末存栏头数增减情况"	"七 主要农产品种植面积与产量"	"166"	"N2006042767000146"	"2001"	"yearbooks/N2006042767000146.caj"	"yearbooks/N2006042767000146.pdf"	"yearbooks/N2006042767000146.xls"	"146"
"7－44 各地区牲畜年末存栏头数"	"七 主要农产品种植面积与产量"	"167-169"	"N2006042767000147"	"2001"	"yearbooks/N2006042767000147.caj"	"yearbooks/N2006042767000147.pdf"	"yearbooks/N2006042767000147.xls"	"147"
"7—45 水产品产量和养殖面积"	"七 主要农产品种植面积与产量"	"170"	"N2006042767000148"	"2001"	"yearbooks/N2006042767000148.caj"	"yearbooks/N2006042767000148.pdf"	"yearbooks/N2006042767000148.xls"	"148"
"7—46 水产品产量和养殖面积增减情况"	"七 主要农产品种植面积与产量"	"171"	"N2006042767000149"	"2001"	"yearbooks/N2006042767000149.caj"	"yearbooks/N2006042767000149.pdf"	"yearbooks/N2006042767000149.xls"	"149"
"7—47 海水产品和内陆水产品产量"	"七 主要农产品种植面积与产量"	"172"	"N2006042767000150"	"2001"	"yearbooks/N2006042767000150.caj"	"yearbooks/N2006042767000150.pdf"	"yearbooks/N2006042767000150.xls"	"150"
"7—48 各地区水产品产量"	"七 主要农产品种植面积与产量"	"173"	"N2006042767000151"	"2001"	"yearbooks/N2006042767000151.caj"	"yearbooks/N2006042767000151.pdf"	"yearbooks/N2006042767000151.xls"	"151"
"7－49 各地区水产品产量"	"七 主要农产品种植面积与产量"	"174"	"N2006042767000152"	"2001"	"yearbooks/N2006042767000152.caj"	"yearbooks/N2006042767000152.pdf"	"yearbooks/N2006042767000152.xls"	"152"
"7－50 各地区海水产品产量"	"七 主要农产品种植面积与产量"	"175"	"N2006042767000153"	"2001"	"yearbooks/N2006042767000153.caj"	"yearbooks/N2006042767000153.pdf"	"yearbooks/N2006042767000153.xls"	"153"
"7—51 各地区海水产品产量"	"七 主要农产品种植面积与产量"	"176"	"N2006042767000154"	"2001"	"yearbooks/N2006042767000154.caj"	"yearbooks/N2006042767000154.pdf"	"yearbooks/N2006042767000154.xls"	"154"
"7—52 各地区内陆水产品产量"	"七 主要农产品种植面积与产量"	"177"	"N2006042767000155"	"2001"	"yearbooks/N2006042767000155.caj"	"yearbooks/N2006042767000155.pdf"	"yearbooks/N2006042767000155.xls"	"155"
"7—53 各地区内陆水产品产量"	"七 主要农产品种植面积与产量"	"178"	"N2006042767000156"	"2001"	"yearbooks/N2006042767000156.caj"	"yearbooks/N2006042767000156.pdf"	"yearbooks/N2006042767000156.xls"	"156"
"7—54 各地区水产养殖面积"	"七 主要农产品种植面积与产量"	"179-180"	"N2006042767000157"	"2001"	"yearbooks/N2006042767000157.caj"	"yearbooks/N2006042767000157.pdf"	"yearbooks/N2006042767000157.xls"	"157"
"八 农村市场与物价"	"八 农村市场与物价"	"181-215"	"N2006042767000158"	"2001"	"yearbooks/N2006042767000158.caj"	"yearbooks/N2006042767000158.pdf"		"158"
"8－1 全国消费品市场主要农副产品成交量"	"八 农村市场与物价"	"183"	"N2006042767000159"	"2001"	"yearbooks/N2006042767000159.caj"	"yearbooks/N2006042767000159.pdf"	"yearbooks/N2006042767000159.xls"	"159"
"8—2 全国消费品市场基本情况"	"八 农村市场与物价"	"183"	"N2006042767000160"	"2001"	"yearbooks/N2006042767000160.caj"	"yearbooks/N2006042767000160.pdf"	"yearbooks/N2006042767000160.xls"	"160"
"8—3 农村主要物价总指数"	"八 农村市场与物价"	"184"	"N2006042767000161"	"2001"	"yearbooks/N2006042767000161.caj"	"yearbooks/N2006042767000161.pdf"	"yearbooks/N2006042767000161.xls"	"161"
"8－4 各地区农村商品零售价格分类指数"	"八 农村市场与物价"	"185-193"	"N2006042767000162"	"2001"	"yearbooks/N2006042767000162.caj"	"yearbooks/N2006042767000162.pdf"	"yearbooks/N2006042767000162.xls"	"162"
"8－5 各地区农村居民消费价格分类指数"	"八 农村市场与物价"	"194-205"	"N2006042767000163"	"2001"	"yearbooks/N2006042767000163.caj"	"yearbooks/N2006042767000163.pdf"	"yearbooks/N2006042767000163.xls"	"163"
"8—6 各地区农村服务项目价格分类指数"	"八 农村市场与物价"	"206-207"	"N2006042767000164"	"2001"	"yearbooks/N2006042767000164.caj"	"yearbooks/N2006042767000164.pdf"	"yearbooks/N2006042767000164.xls"	"164"
"8－7 各地区农业生产资料价格分类指数"	"八 农村市场与物价"	"208-209"	"N2006042767000165"	"2001"	"yearbooks/N2006042767000165.caj"	"yearbooks/N2006042767000165.pdf"	"yearbooks/N2006042767000165.xls"	"165"
"8—8 各地区农产品收购价格分类指数"	"八 农村市场与物价"	"210-215"	"N2006042767000166"	"2001"	"yearbooks/N2006042767000166.caj"	"yearbooks/N2006042767000166.pdf"	"yearbooks/N2006042767000166.xls"	"166"
"九 农产品进出口"	"九 农产品进出口"	"217-224"	"N2006042767000167"	"2001"	"yearbooks/N2006042767000167.caj"	"yearbooks/N2006042767000167.pdf"		"167"
"9—1 海关出口主要农产品数量"	"九 农产品进出口"	"219"	"N2006042767000168"	"2001"	"yearbooks/N2006042767000168.caj"	"yearbooks/N2006042767000168.pdf"	"yearbooks/N2006042767000168.xls"	"168"
"9—2 海关进口主要农产品数量"	"九 农产品进出口"	"219"	"N2006042767000169"	"2001"	"yearbooks/N2006042767000169.caj"	"yearbooks/N2006042767000169.pdf"	"yearbooks/N2006042767000169.xls"	"169"
"9—3 海关出口农副产品及加工品数量"	"九 农产品进出口"	"220"	"N2006042767000170"	"2001"	"yearbooks/N2006042767000170.caj"	"yearbooks/N2006042767000170.pdf"	"yearbooks/N2006042767000170.xls"	"170"
"9—4 海关出口农副产品及加工品金额"	"九 农产品进出口"	"221"	"N2006042767000171"	"2001"	"yearbooks/N2006042767000171.caj"	"yearbooks/N2006042767000171.pdf"	"yearbooks/N2006042767000171.xls"	"171"
"9—5 海关进口农副产品及加工品数量"	"九 农产品进出口"	"222"	"N2006042767000172"	"2001"	"yearbooks/N2006042767000172.caj"	"yearbooks/N2006042767000172.pdf"	"yearbooks/N2006042767000172.xls"	"172"
"9—6 海关进口农副产品及加工品金额"	"九 农产品进出口"	"222"	"N2006042767000173"	"2001"	"yearbooks/N2006042767000173.caj"	"yearbooks/N2006042767000173.pdf"	"yearbooks/N2006042767000173.xls"	"173"
"9—7 各地区出口农产品数量"	"九 农产品进出口"	"223"	"N2006042767000174"	"2001"	"yearbooks/N2006042767000174.caj"	"yearbooks/N2006042767000174.pdf"	"yearbooks/N2006042767000174.xls"	"174"
"9—8 各地区进口农产品数量"	"九 农产品进出口"	"224"	"N2006042767000175"	"2001"	"yearbooks/N2006042767000175.caj"	"yearbooks/N2006042767000175.pdf"	"yearbooks/N2006042767000175.xls"	"175"
"十 农产品成本与收益"	"十 农产品成本与收益"	"225-240"	"N2006042767000176"	"2001"	"yearbooks/N2006042767000176.caj"	"yearbooks/N2006042767000176.pdf"		"176"
"10—1 平均每一农业劳动力生产的主要农产品"	"十 农产品成本与收益"	"227"	"N2006042767000177"	"2001"	"yearbooks/N2006042767000177.caj"	"yearbooks/N2006042767000177.pdf"	"yearbooks/N2006042767000177.xls"	"177"
"10—2 各地区每一农业劳动力的主要农产品"	"十 农产品成本与收益"	"228"	"N2006042767000178"	"2001"	"yearbooks/N2006042767000178.caj"	"yearbooks/N2006042767000178.pdf"	"yearbooks/N2006042767000178.xls"	"178"
"10—3 全国种植业产品成本与收益"	"十 农产品成本与收益"	"229-235"	"N2006042767000179"	"2001"	"yearbooks/N2006042767000179.caj"	"yearbooks/N2006042767000179.pdf"	"yearbooks/N2006042767000179.xls"	"179"
"10—4 全国饲养业产品成本与收益"	"十 农产品成本与收益"	"236-240"	"N2006042767000180"	"2001"	"yearbooks/N2006042767000180.caj"	"yearbooks/N2006042767000180.pdf"	"yearbooks/N2006042767000180.xls"	"180"
"十一 农民收入与消费"	"十一 农民收入与消费"	"241-271"	"N2006042767000181"	"2001"	"yearbooks/N2006042767000181.caj"	"yearbooks/N2006042767000181.pdf"		"181"
"11—1 农村居民纯收入"	"十一 农民收入与消费"	"243"	"N2006042767000182"	"2001"	"yearbooks/N2006042767000182.caj"	"yearbooks/N2006042767000182.pdf"	"yearbooks/N2006042767000182.xls"	"182"
"11－2 农村居民生活消费支出"	"十一 农民收入与消费"	"244"	"N2006042767000183"	"2001"	"yearbooks/N2006042767000183.caj"	"yearbooks/N2006042767000183.pdf"	"yearbooks/N2006042767000183.xls"	"183"
"11－3 农村居民主要食品消费量"	"十一 农民收入与消费"	"245-246"	"N2006042767000184"	"2001"	"yearbooks/N2006042767000184.caj"	"yearbooks/N2006042767000184.pdf"	"yearbooks/N2006042767000184.xls"	"184"
"11—4 农村居民家庭基本情况"	"十一 农民收入与消费"	"247"	"N2006042767000185"	"2001"	"yearbooks/N2006042767000185.caj"	"yearbooks/N2006042767000185.pdf"	"yearbooks/N2006042767000185.xls"	"185"
