"id"	"机构编号"	"规范名称"	"英文名称"	"其他名称"	"成立年份"	"机构类型"	"所在地区"	"上级单位"	"机构简介"	"英文简介"	"研究领域"	"学科分类"	"人才队伍"	"机构设置"	"科技平台"	"主要成果"	"主办期刊"	"通讯地址"	"邮政编码"	"联系电话"	"电子邮箱"	"传真"	"网址"
"281"	"139"	"国土资源部农用地质量与监控重点实验"	"Key Laboratory of Agricultural Land Quality,Ministry of Land and Resources"	" "	"2012年"	"科研机构"	"北京市海淀区"	"国土资源部"	"国土资源"	" "	"实验室包括了农用地质量因素与过程、农用地多功能诊断与评价、农用地质量调查与监测、农用地质量与产能提升和基本农田质量保护与管理等五大研究方向。"	"F30;;F321"	"实验室固"	" "	" "	"实验室2"	" "	"北京市海淀区圆明园西路2号"	"100193"	"010-66150085，66158085"	" "	"010-66150085，66158085"	" "
"282"	"154"	"国家能源非粮生物质原料研发中心"	"National Energy R&D Center for Non-food Biomass"	" "	"2011年"	"科研机构"	"北京市海淀区"	"国家能源局"	"国家能源"	" "	"中国非粮生物质原料发展战略规划和管理政策，宜能非粮地的标准及其分布和生产潜力，农林废弃物的资源、分布、特性和能源利用的可获得性，能源植物种质资源研究和遗传改良，以及原料规模化生产和收获、收集、储存、运输技术与示范。"	"S21;;S56;;S7"	" "	"原料中心"	" "	" "	" "	"北京市海淀区圆明园西路2号中国农业大学西校区农学与生物技术学院5楼"	"100193"	"010-62734851"	"necb@cau.edu.cn"	"010-62734851"	" "
"283"	"40"	"福建省水产研究所"	"Fisheries Research Institute of Fujian"	" "	"1957"	"科研机构"	"福建省厦门市"	"福建省海洋与渔业厅"	"福建省水"	" "	"水产、海水鱼、水产养殖、水产遗传育种、水产保护、动物疫病防控、渔业资源环境、渔业工程、水产品、农产品加工、质量检测、环境监测与评价。"	"S9"	"现有在职"	"下设8个"	"1个农业"	"自建所以"	"《福建水"	"福建省厦门市海山路7号"	"361013"	"0592-5636088"	" "	" "	" "
"284"	"61"	"天津渤海水产研究所"	"Bo Hai Fisheries Research Institute of Tianjin"	" "	"2010"	"科研机构"	"天津市"	"天津市与中国水产科学研究院"	"天津渤海"	" "	"水产、水生生物学、水产生物技术、水产增养殖、水产遗传育种、养殖病害、水产动物营养与饲料、渔业工程、渔业资源、渔业生态环境、环境监测与评价、渔业经济"	"S9"	"现有在职"	"下设4个"	"具备渔业"	" "	" "	"天津经济技术开发区海通街50号"	"300457"	"022-59886556"	" "	" "	" "
"285"	"21"	"中国农业科学院郑州果树研究所"	"zhengzhou Fruit Research instutute chinese Academy of Agriculture Sciences"	" "	"1960"	"科研机构"	"河南省郑州市"	"中国农业科学院"	"中国农业"	" "	"园艺、园艺作物、植物生物学、植物生物技术、植物种质资源、植物遗传育种、植物繁殖、植物生理生态与栽培、保鲜与贮藏、农产品加工、果制品、农产品质量安全、葡萄、桃、西甜瓜、质量检测。"	" "	"现有在职"	"下设9个"	"1个国家"	" "	" "	"河南省郑州市航海东路63中南"	"450009"	"0371-65330900"	"suowangzhan@163.com "	" "	" "
"286"	"28"	"新疆农垦科学院"	"XinJiang Academy Of Agricultural And Reclamation Science"	" "	"1979年"	"科研机构"	"新疆石河子"	"兵团"	"新疆农垦"	" "	" "	" "	"院事业编"	"院下设作"	" "	"　建院以"	"《新疆农"	"新疆石河子市乌伊路221号"	"832000"	"0993-6683664　6683113"	" "	" "	" "
"287"	"18"	"华南农业大学"	"South China Agricultural University"	"SCAU"	"1909"	"高等院校"	"广东省广州市"	"广东省"	"华南农业"	"One "	"农学、园艺、林业、植物保护、畜牧、动物医学、农业资源环境、食品科学、农业工程、生物学、农业经济、农村经济、植物遗传育种、水稻、基因组学、农业机械、农业昆虫学、土壤学、植物营养与施肥、农业生态、自然保护区、水产保护、鱼药、农产品加工、调味品、预防兽医学、兽药、农业信息技术、农业智能装备。"	"S9"	"现有职工"	"学校设有"	"1个国家"	"2006"	"《华南农"	"广东省广州市天河区五山街五山路483号"	"510642"	"020-85280013；020-85280004"	"Webmaster@scau.edu.cn
"	"020-8528 3652"	" "
"288"	"76"	"北京水产学会"	"Beijing Fisheries Society"	"缩写为 BFS"	" "	"学协会组织"	"北京市丰台区"	"北京市科学技术协会"	"北京水产"	" "	"水产科学"	"S9"	" "	" "	" "	" "	"编辑、出"	"北京市丰台区角门路18号"	"100068"	"010-67586268,6758605"	"xuehui@bjfishery.com"	"010-67583480"	" "
"289"	"55"	"北京市海淀区农业科学研究所"	" "	" "	"1975年"	"科研机构"	"北京市海淀区"	"北京市海淀区"	"海淀区农"	" "	"蔬菜育种栽培、作物栽培、果树栽培、植保保护和土壤肥料及转基因研究等领域。"	"S1;;S4;;S5;;S6"	"现有在职"	"该所下辖"	"　　现有"	"自建所以"	" "	"北京市海淀区海淀镇草桥七号"	"100080"	"010-62570073"	" "	" "	" "
"290"	"41"	"四川省草原工作总站"	"无"	"省草原工作总站"	"1984"	"科研机构"	"四川省成都市武侯区"	"四川省畜牧食品局"	"四川省草"	"无"	"草原监测、草原保护、草原建设、牧草种子管理与质量检测、草坪服务"	"S54饲料作物、牧草，S812 草地学、草地学"	"四川省草"	"四川省草"	"无"	"四川省草"	"无"	"四川省成都市武侯祠大街4号"	"610041"	"028-85565805"	"scgrassland@126.com"	"028-85563173"	" "
"291"	"96"	"农业部规划设计研究院设施农业研究所"	" "	" "	"1995年"	"科研机构"	"北京市朝阳区"	"农业部规划设计研究院"	"设施农业"	" "	"设施种植、设施养殖"	"S62;;S22;;S26"	"现有职工"	" "	"具有工程"	"作为我国"	" "	"北京市朝阳区麦子店街41号"	"100125"	"010-65910066"	" "	"010-65005388"	" "
"292"	"10"	"四川农业大学动物科技学院"	"College of animal science and technology,?Sichuan Agricultural Uniersity"	"四川大学农学院畜牧组"	"1930"	"教学科研机构"	"四川省雅安市雨城区"	"四川农业大学"	"四川农业"	"Coll"	"在畜禽资源研究、新品种培育与生物技术应用、动物繁殖及胚胎生物技术、数量遗传与生物信息学、动物安全生产与品质育种、牧草育种、草地资源与生态、草坪管理等领域的研究具有明显优势或特色，达到国际先进水平"	"S8 畜牧、动物医学、狩猎、蚕、蜂"	"学院有国"	"学院有动"	"学院拥有"	"学院围绕"	"无"	"四川省雅安市雨城区新康路46号"	"625014"	"0835-2886080"	"无"	"0835-2886080"	" "
"293"	"33"	"中国农业科学院甜菜研究所 "	" "	" "	"1959"	"科研机构"	"黑龙江省"	"中国农业科学院"	"中国农业"	" "	"农学、植物遗传育种、植物生物技术、植物生理生态和栽培、植物营养与施肥、植物保护、甜菜、农产品加工、农产品质量安全、生物质能源、质量检测。"	" "	"现有在职"	"下设4个"	"1个国家"	" "	" "	"黑龙江省哈尔滨学府路74号"	"150080"	"0451-86609496"	" "	" "	" "
"294"	"3"	"中国水产科学研究院长江水产研究所"	"Yangtze River Fisheries Research Institute, Chinese Academy of Fishery Sciences"	"长江水产研究所；YFI"	"1958"	"科研机构"	"湖北省武汉市"	"中国水产科学研究院"	"中国水产"	"YFI "	"濒危水生动物保护、水产种质源保存和遗传育种、渔业资源保护与利用、渔业环境评价与保护、水产养殖、鱼类病害防控、鱼类营养与饲料、水产品质量安全、池塘生态工程。"	"S9"	"长江所现"	"长江水产"	"所内科研"	"长江所本"	"《淡水渔"	"湖北省武汉市东湖新技术开发区武大科技园武大园一路8号"	"430223"	"027-81780188?"	"yfioffice@yfi.ac.cn"	"027-81780188?"	" "
"295"	"27"	"北京市大兴区植保植检站"	" "	" "	" "	"科研机构"	"北京市大兴区"	"北京市大兴区种植业服务中心"	"北京市大"	" "	"植物保护"	"S4"	" "	"下设三个"	" "	" "	" "	"北京市大兴区林校北路2号"	"102600"	"010-69244626"	" "	" "	" "
"296"	"17"	"北京农学院计算机与信息工程学院"	"School of Computer and Information Engineering"	" "	"1979年"	"高等院校"	"北京市昌平区"	"北京农学院"	"计算机与"	" "	"信息科学"	"SI"	"该院现有"	"学院下设"	"拥有多个"	"承担科研"	" "	"北京市昌平区回龙观镇北农路7号"	"102206"	" "	" "	" "	" "
"297"	"166"	"中国肉类食品综合研究中心"	"China Meat Research Centre"	"国家肉类加工工程技术研究中心;;缩写CMRC"	"1986年"	"科研机构"	"北京市丰台区"	" "	"中国肉类"	"Chin"	"食品科学"	"TS2"	"在现有的"	"中国肉类"	"　　占地"	"自198"	"编辑出版"	"北京市丰台区洋桥70号"	"100068"	"010-67223366"	"cmrcban@126.com"	"010-67254800"	" "
"298"	"117"	"中国绿色食品发展中心"	"China Green Food Development Center"	" "	"1992年"	"科研机构"	"北京市海淀区"	"农业部"	"中国绿色"	"Chin"	"绿色食品;;质量管理;;认证"	"F32;;TS2"	" "	"内设：办"	"在全国组"	" "	" "	"北京市海淀区学院南路59号"	"100081"	"010-62122266"	"cgfdcgf@agri.gov.cn"	"010-62132976"	" "
"299"	"146"	"中国农业大学食品学院食品技术服务中心"	"Food Technology Service Center,Food Science and Nutrtional Engineering College,China Agricultural University"	" "	"2007年"	"科研机构"	"北京市海淀区"	"中国农业大学食品科学与营养工程学院"	"2007"	" "	"食品工程"	"TS2"	" "	"食品技术"	" "	" "	" "	"北京市海淀区清华东路17号中国农业大学东区食品科学与营养工程学院216室"	"100083"	"010-62314687"	"caufood@vip.163.com"	"010-62341375"	" "
"300"	"63"	"北京市农业机械研究所"	"Beijing Agricultural Machinery Institute"	" "	"1959年"	"公司企业"	"北京市海淀区"	"北京市农业机械总公司"	"北京市农"	" "	"农业工程;;农业装备"	"S22;;S23;;S26"	"全所现有"	"研究所下"	"　　占地"	"2000"	" "	"北京市海淀区西三旗建材城西路87号"	"100096"	"010—82913004、82916740"	"bami@public.bta.net.cn"	"010—82913164、82913161"	" "
"301"	"6"	"四川农业大学水稻研究所"	"Rice Graduate School of Sichuan University"	"四川大学农学院稻作室"	"1936"	"教学科研机构"	"四川省成都市温江区"	"四川农业大学"	"在岗专家"	"'On "	"?设有水稻遗传、杂种优势利用、生物技术、品质改良与种子工程、栽培和生理等研究室。四川省农业生物技术工程研究中心挂靠本所。"	"S511 水稻"	"在岗专家"	"四川农业"	"四川农业"	"自建所以"	"无"	"成都市温江区"	"611130"	"028-86290903"	"无"	"028-86290897"	" "
"302"	"57"	"四川省农业科学院质量标准与检测技术研究所"	"Horticulture Research Institute,Sichuan Academy of Agricultural Sciences"	"四川省农科院测试中心；四川省农科院质检所"	"2012"	"科研机构"	"四川省成都市锦江区"	"四川省农业科学院"	"2012"	"无"	"主要工作职责是：开展农产品及其食品质量与安全方面的标准、评价、控制和检测技术.农业投入品应用等方面的研究，承担农产品、食品质量标准制定修订、分析测试、评价、鉴定、质量安全风险评估及预警预报等方面的技术研究工作。"	"TS216食品安全与卫生"	"现有在职"	"所内设有"	"无"	"中心经认"	"无"	"四川成都市静居寺路20号沙河大桥侧"	"610066"	"028-84790687"	"atcsaas@mail.sc.cninfo.net"	"028-84791119"	" "
"303"	"123"	"中国科协农村专业技术服务中心"	" "	" "	" "	"科研机构"	"北京市海淀区"	"中国科学技术协会"	"中国科协"	" "	"农业推广"	"S035"	"现有职工"	"内设重点"	" "	"一、业务"	"出版刊物"	"北京市海淀区北三环中路1号中国科技馆业务楼7层"	"100863"	"010-68571875"	" "	" "	" "
"304"	"58"	"宁波市海洋与渔业研究院"	"Ningbo Academy of Marine Fisheries"	" "	"1978"	"科研机构"	"浙江省宁波市"	"宁波市海洋与渔业局"	"宁波市海"	" "	"水产养殖、水产遗传育种、渔业资源环境、渔业生态、质量检测、环境监测与评价、水生动物疫病防控、水产品质量安全"	"S9"	"现有职工"	"下设渔业"	"1个省级"	"已获国家"	" "	"浙江省宁波市海曙区三市路59弄8号"	"315012"	"0574-87466892"	" "	" "	" "
"305"	"121"	"中国农村杂志社"	" "	"农村工作通讯杂志社"	" "	"其他"	"北京市海淀区"	"农业部"	"中国农村"	" "	"农业"	"S"	" "	" "	" "	"旗下刊物"	"中国农村"	"北京市海淀区翠微中里16号楼四层"	"100036"	"010-68250953/68250857"	"zgncad@yahoo.com.cn"	"010-68250857"	" "
"306"	"136"	"中国农业大学理学院"	" "	" "	"2002年"	"高等院校"	"北京市海淀区"	"中国农业大学"	"中国农业"	" "	"农业数学;;农业物理学;;农业化学"	"S11;;S12;;S13"	"理学院现"	"下设应用"	" "	"教学工作"	"主办《农"	"北京市海淀区清华东路17号"	"100083"	"010-62737302"	"wuyi@cau.edu.cn"	" "	" "
"307"	"205"	"中国农业大学农产品市场研究中心"	" "	" "	"1996年"	"科研机构"	"北京市海淀区"	"中国农业大学"	"中国农业"	" "	"目前中心的主要研究集中于中国重要农产品经济(小麦、水稻、玉米、大豆、畜产品、水果、饲料 、糖料、蔬菜九类农产品)、与WTO密切相关的中国农业市场和贸易问题、世界农业经济。"	"F3"	"中心主要"	" "	" "	"自研究中"	" "	"北京市海淀区清华东路17号"	"100083"	" "	"hexr@cau.edu.cn"	" "	" "
"308"	"26"	"凉山州亚热带作物研究所"	"无"	"凉山彝族自治州亚热带作物研究所，凉山州热作所，"	"1959"	"科研机构"	"四川省攀枝花市"	"凉山州农业局"	"凉山州亚"	"无"	"以芒果、鲜枣、黄皮、杨梅等为主的亚热带特色水果研究，以棕榈类、三角梅等为主的特色园林绿化植物研究，以高产高糖甘蔗为主的糖料作物研究，以肾茶、何首乌为主的特色南药研究以及以黄秋葵、辣木等为主的特色保健蔬菜研究，以芒果、石榴病虫害为主的热作病虫害防控技术研究等多个领域；另外还涉足到了枣、杏、李、桃、梨以及凉山州大量种植的石榴、苹果、枇杷等温带水果落叶果树，在油料植物油橄榄、麻疯树品种及栽培技术方面作了大量的研究。"	"S3农学(农艺学)，S43病虫害及其防治，S5农作物，S667热带及亚热带果类，"	"凉山州亚"	"凉山州亚"	"凉山州亚"	"凉山州亚"	"无"	"四川省攀枝花市米易县丙谷镇"	"617201"	"0812-8100014"	"4574611@qq.com"	"0812-8100014"	" "
"309"	"17"	"凉山州西昌农业科学研究所"	"Xichang Liangshan Agricultural Sciences Institute"	"凉山州西昌农科所；西昌农业科研所；四川省凉山彝族自治州西昌农业科学研究所"	"1950"	"科研机构"	"四川省凉山州市西昌市"	"凉山州农业局"	"凉山州西"	"无"	"该所研究领域有农作物育种及栽培、植物保护及土壤肥料应用技术研究；经济作物及早市蔬菜开发及应用；生物技术及农业新技术应用研究。该所以小麦、玉米、水稻、马铃薯等主要粮油作物新品种选育为 主，兼顾栽培技术、土肥、食用菌研究，"	"S3农学(农艺学)
S33作物遗传育种与良种繁育
S4植物保护
S14肥料学
S15土壤学
S5农作物
S646菌类（食用菌）"	"全所现有"	"设有粮作"	"该所在安"	"60年来"	"西昌农业"	"四川省西昌市胜利南路142号"	"615000"	"0834-3224058
0834-3222353"	"xcnks@.m00n.ls.scsti.cn"	"0834-3224058"	" "
"310"	"43"	"中国农业科学技术出版社"	" "	" "	"1985"	"院办企业"	"北京市海淀区"	"中国农业科学院"	"中国农业"	" "	" "	" "	" "	" "	" "	"目前年出"	" "	"北京市海淀区中关村南大街12号中国农业科学院"	"100081"	" "	" "	" "	" "
"311"	"13"	"北京农学院生物科学与工程学院"	"College of Biological Science and Engineering"	" "	"2002年"	"高等院校"	"北京市昌平区"	"北京农学院"	"生物科学"	"Buil"	"学院以农产品品质控制、植物源次生代谢物高效利用、都市农业优质种苗高效繁育工程、都市农业有机废弃物再利用工程为研究方向"	"S18"	"现有教职"	"学院设有"	" "	"学院以农"	" "	"北京市昌平区回龙观镇北农路7号"	"102206"	"010-80799114"	" "	" "	" "
"312"	"47"	"甘肃省农业科学院"	"Gansu Academy of Agricultural Sciences"	"甘肃省农科院"	"1938"	"科研机构"	"甘肃省兰州市"	"甘肃省"	"甘肃省农"	" "	"农学、园艺、植物保护、畜牧、草业科学、动物医学、水产、农业资源环境、农产品加工、旱作农业、节水农业、小麦、马铃薯、蔬菜、果树、花卉、大麦、水资源利用、植物遗传育种、保鲜与贮藏、杂草科学。"	"S9"	"现有在职"	"设有13"	"拥有农业"	"建院以来"	"《甘肃农"	"甘肃省兰州市安宁区农科院新村１号"	"730070"	"0931-7616187"	" "	" "	" "
