"id"	"内质评价"	"可溶性糖％"	"品种名称"	"果穗重G"	"特异及用途"	"省"	"学名"	"种类"	"果实成熟期"	"成熟期评价"	"风味"	"原产地"	"外观评价"	"汁液"	"果粒重G"	"色泽"	"果粒重评价"	"属名"	"可溶固形物"	"肉质"	"PH值"	"果穗重评价"	"统一编号"	"译名"	"果形"	"科名"	"可滴定酸％"
"402"	"中"	"14.31"	"黑圆珠"	"214.7"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.16"	"中"	"酸甜"	"--"	"中"	"多"	"2.50"	"粉红"	"较小"	"Vitis(葡萄属)"	"16.00"	"软"	"3.12"	"小"	"PTG0287"	"HEI YUAN ZHU"	"圆"	"Vitaceae(葡萄科)"	"0.46"
"403"	"中上"	"12.10"	"红艾基"	"386.8"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜"	"苏联"	"好"	"中"	"2.65"	"紫红"	"较小"	"Vitis(葡萄属)"	"16.80"	"较脆"	"2.97"	"中"	"PTG0288"	"HONG AI JI"	"椭圆"	"Vitaceae(葡萄科)"	"0.63"
"404"	"极上"	"14.43"	"红拜克"	"211.8"	"鲜食,大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜"	"匈牙利"	"好"	"多"	"2.30"	"玫瑰"	"较小"	"Vitis(葡萄属)"	"16.10"	"软"	"3.17"	"小"	"PTG0289"	"HONG BAI KE"	"倒卵"	"Vitaceae(葡萄科)"	"0.65"
"405"	"上"	"18.50"	"红德桑"	"213.7"	"鲜食,高含糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"甜"	"苏联"	"中"	"多"	"4.19"	"粉红"	"中"	"Vitis(葡萄属)"	"18.70"	"软"	"3.60"	"较小"	"PTG0290"	"HONG DE SANG"	"倒卵"	"Vitaceae(葡萄科)"	"0.76"
"406"	"上"	"12.20"	"红富士"	"262.5"	"鲜食"	"国外"	"--"	"欧美杂种"	"8.19"	"中"	"甜"	"日本"	"好"	"中"	"7.44"	"紫红"	"大"	"Vitis(葡萄属)"	"14.00"	"较脆"	"2.97"	"较小"	"PTG0291"	"HONG FU SHI"	"椭圆"	"Vitaceae(葡萄科)"	"0.43"
"407"	"中"	"13.13"	"红富士"	"320.0"	"鲜食"	"国外"	"--"	"欧美杂种"	"9.16"	"晚"	"甜"	"日本"	"中"	"多"	"6.45"	"黄绿"	"较大"	"Vitis(葡萄属)"	"15.00"	"软"	"3.87"	"小"	"PTF0291"	"HONG FU SHI"	"椭圆"	"Vitaceae(葡萄科)"	"0.65"
"408"	"中"	"13.40"	"红古沙"	"397.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"酸甜"	"苏联"	"中"	"较少"	"5.93"	"紫红"	"较大"	"Vitis(葡萄属)"	"14.20"	"较脆"	"2.99"	"中"	"PTG0292"	"HONG GU SHA"	"鸡心"	"Vitaceae(葡萄科)"	"0.75"
"409"	"中"	"14.04"	"红加利亚"	"214.8"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.22"	"晚"	"甜酸"	"匈牙利"	"中"	"少"	"2.75"	"紫红"	"较小"	"Vitis(葡萄属)"	"17.60"	"软"	"3.43"	"小"	"PTG0293"	"HONG JIA LI YA"	"鸡心"	"Vitaceae(葡萄科)"	"0.96"
"410"	"中上"	"13.12"	"红金吉里"	"361.8"	"酿酒,直立性强"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜酸"	"苏联"	"中"	"多"	"2.70"	"黄绿"	"较小"	"Vitis(葡萄属)"	"15.70"	"软"	"3.15"	"中"	"PTG0295"	"HONG JIN JI LI"	"椭圆"	"Vitaceae(葡萄科)"	"0.61"
"411"	"中"	"14.64"	"红玫瑰"	"211.4"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"酸甜"	"保加利亚"	"中"	"多"	"2.07"	"紫红"	"小"	"Vitis(葡萄属)"	"17.30"	"软"	"2.65"	"小"	"PTG0297"	"HONG MEI GUI"	"倒卵"	"Vitaceae(葡萄科)"	"0.96"
"412"	"极上"	"12.70"	"红帕万"	"185.8"	"鲜食,大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜"	"苏联"	"好"	"多"	"2.00"	"淡紫红"	"小"	"Vitis(葡萄属)"	"15.40"	"较软"	"3.13"	"小"	"PTG0298"	"HONG PA WAN"	"倒卵"	"Vitaceae(葡萄科)"	"0.59"
"413"	"中上"	"13.24"	"红瑞宝"	"396.5"	"鲜食,制汁"	"国外"	"--"	"欧美杂种"	"8.19"	"中"	"甜"	"日本"	"好"	"多"	"8.78"	"紫红"	"大"	"Vitis(葡萄属)"	"15.30"	"软"	"3.10"	"中"	"PTG0300"	"HONG RUI BAO"	"椭圆"	"Vitaceae(葡萄科)"	"0.45"
"414"	"上"	"11.10"	"红西拉"	"195.5"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.05"	"晚"	"酸甜"	"巴尔干"	"好"	"较少"	"2.85"	"红"	"较小"	"Vitis(葡萄属)"	"13.30"	"脆"	"2.87"	"小"	"PTG0301"	"HONG XI LA"	"椭圆"	"Vitaceae(葡萄科)"	"0.76"
"415"	"中"	"15.99"	"红亚历山大"	"296.5"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"甜"	"南非"	"中"	"多"	"6.17"	"玫瑰"	"较大"	"Vitis(葡萄属)"	"18.10"	"软"	"3.39"	"较小"	"PTG0303"	"HONG YA LI SHAN DA"	"近圆"	"Vitaceae(葡萄科)"	"0.29"
"416"	"中上"	"12.27"	"琥珀"	"161.7"	"鲜食,雌能花"	"国外"	"--"	"欧美杂种"	"8.09"	"中"	"甜"	"美国"	"中"	"较多"	"2.54"	"黄绿"	"较小"	"Vitis(葡萄属)"	"14.00"	"脆"	"2.07"	"小"	"PTG0304"	"HU PO"	"椭圆"	"Vitaceae(葡萄科)"	"0.52"
"417"	"中"	"15.03"	"黄蜜斯"	"250.2"	"酿酒,酒质优"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.26"	"早"	"甜酸"	"--"	"中"	"多"	"3.17"	"暗红"	"中"	"Vitis(葡萄属)"	"18.00"	"软"	"3.16"	"小"	"PTG0305"	"HUANG MI SI"	"圆"	"Vitaceae(葡萄科)"	"0.81"
"418"	"中"	"7.68"	"灰比诺"	"115.1"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜酸"	"法国"	"中"	"较多"	"1.43"	"黄绿"	"小"	"Vitis(葡萄属)"	"11.10"	"较软"	"2.97"	"小"	"PTG0306"	"HUI BI NUO"	"椭圆"	"Vitaceae(葡萄科)"	"0.77"
"419"	"中上"	"10.57"	"基佛赛"	"420.3"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜"	"罗马尼亚"	"好"	"多"	"3.40"	"紫红"	"中"	"Vitis(葡萄属)"	"13.00"	"较脆"	"2.74"	"中"	"PTG0307"	"JI FO SAI"	"椭圆"	"Vitaceae(葡萄科)"	"0.75"
"420"	"中"	"13.13"	"基拉尔"	"442.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.06"	"中"	"甜酸"	"匈牙利"	"中"	"多"	"6.60"	"紫黑"	"较大"	"Vitis(葡萄属)"	"14.60"	"软"	"3.12"	"中"	"PTG0308"	"JI LA ER"	"椭圆"	"Vitaceae(葡萄科)"	"0.73"
"421"	"中下"	"10.71"	"吉姆拉"	"270.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.01"	"中"	"甜酸"	"苏联"	"中"	"多"	"2.11"	"紫红"	"小"	"Vitis(葡萄属)"	"12.90"	"软"	"2.79"	"较小"	"PTG0309"	"JI MU LA"	"近圆"	"Vitaceae(葡萄科)"	"0.81"
"422"	"上"	"13.12"	"吉姆沙瓦尔宁"	"246.6"	"鲜食,大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.19"	"中"	"酸甜"	"保加利亚"	"好"	"多"	"2.57"	"绿黄"	"较小"	"Vitis(葡萄属)"	"14.30"	"软"	"3.22"	"小"	"PTG0310"	"JI MU SHA WA ER NING"	"卵圆"	"Vitaceae(葡萄科)"	"0.72"
"423"	"上"	"16.06"	"季米亚特"	"347.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.12"	"中"	"酸甜"	"保加利亚"	"较好"	"多"	"4.31"	"黄绿"	"中"	"Vitis(葡萄属)"	"16.80"	"软"	"3.62"	"较小"	"PTG0312"	"JI MI YA TE"	"近圆"	"Vitaceae(葡萄科)"	"0.74"
"424"	"中下"	"12.81"	"季米亚特"	"385.0"	"酿酒,直立性强"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.17"	"晚"	"甜酸"	"保加利亚"	"中"	"多"	"3.00"	"紫红"	"中"	"Vitis(葡萄属)"	"15.10"	"软"	"2.78"	"中"	"PTF0312"	"JI MI YA TE"	"椭圆"	"Vitaceae(葡萄科)"	"0.93"
"425"	"中"	"17.95"	"佳利酿"	"381.8"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.26"	"晚"	"酸甜"	"西班牙"	"较好"	"多"	"2.40"	"黑"	"较小"	"Vitis(葡萄属)"	"18.30"	"软"	"3.41"	"中"	"PTG0313"	"JIA LI NIANG"	"椭圆"	"Vitaceae(葡萄科)"	"1.05"
"426"	"中上"	"11.65"	"佳利酿"	"250.0"	"鲜食,丰产"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.12"	"晚"	"酸甜"	"西班牙"	"好"	"较多"	"2.70"	"黄绿"	"较小"	"Vitis(葡萄属)"	"15.30"	"较脆"	"3.06"	"小"	"PTF0313"	"JIA LI NIANG"	"椭圆"	"Vitaceae(葡萄科)"	"0.59"
"427"	"中"	"17.89"	"金后"	"533.6"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.01"	"晚"	"酸甜"	"英国"	"中"	"多"	"5.49"	"黄绿"	"较大"	"Vitis(葡萄属)"	"18.10"	"软"	"3.30"	"较大"	"PTG0314"	"JIN HOU"	"倒卵"	"Vitaceae(葡萄科)"	"1.03"
"428"	"上"	"12.78"	"金后"	"420.0"	"鲜食,大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.30"	"晚"	"酸甜"	"英国"	"好"	"多"	"6.39"	"紫红"	"较大"	"Vitis(葡萄属)"	"14.30"	"较软"	"2.99"	"中"	"PTF0314"	"JIN HOU"	"椭圆"	"Vitaceae(葡萄科)"	"0.59"
"429"	"上"	"18.99"	"巨峰"	"330.3"	"鲜食,高含糖"	"国外"	"--"	"欧美杂种"	"8.26"	"晚"	"甜"	"日本"	"好"	"少"	"7.75"	"紫黑"	"大"	"Vitis(葡萄属)"	"19.40"	"较脆"	"3.78"	"较小"	"PTG0317"	"JU FENG"	"椭圆"	"Vitaceae(葡萄科)"	"0.68"
"430"	"中"	"15.64"	"巨峰"	"400.0"	"酿酒"	"国外"	"--"	"欧美杂种"	"9.10"	"晚"	"甜酸"	"日本"	"中"	"多"	"12.40"	"玫瑰"	"极大"	"Vitis(葡萄属)"	"17.00"	"软"	"3.30"	"中"	"PTF0317"	"JU FENG"	"近圆"	"Vitaceae(葡萄科)"	"0.52"
"431"	"中"	"13.59"	"卡尔曼希"	"523.5"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.24"	"晚"	"甜酸"	"阿尔巴尼亚"	"中"	"多"	"2.62"	"黑紫"	"较小"	"Vitis(葡萄属)"	"16.60"	"软"	"3.24"	"较大"	"PTG0318"	"KA ER MAN XI"	"倒卵"	"Vitaceae(葡萄科)"	"1.08"
"432"	"中"	"14.70"	"卡姆拉夏"	"288.5"	"鲜食,制汁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜"	"苏联"	"中"	"多"	"2.95"	"紫红"	"较小"	"Vitis(葡萄属)"	"15.70"	"软"	"3.10"	"较小"	"PTG0319"	"KA MU LA XIA"	"近圆"	"Vitaceae(葡萄科)"	"0.61"
"433"	"中"	"11.09"	"卡托巴"	"125.2"	"鲜食,雌能花"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"美洲种"	"8.13"	"中"	"甜酸"	"美国"	"中"	"多"	"3.52"	"紫红"	"中"	"Vitis(葡萄属)"	"15.10"	"软"	"3.51"	"小"	"PTG0320"	"KA TUO BA"	"近圆"	"Vitaceae(葡萄科)"	"0.76"
"434"	"中"	"13.58"	"凯番西亚"	"507.6"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜酸"	"苏联"	"中"	"中"	"2.79"	"黄绿"	"较小"	"Vitis(葡萄属)"	"15.20"	"脆"	"3.05"	"较大"	"PTG0321"	"KAI FAN XI YA"	"近圆"	"Vitaceae(葡萄科)"	"0.77"
"435"	"中"	"11.28"	"凯梁布"	"332.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜酸"	"意大利"	"中"	"多"	"3.58"	"黄绿"	"中"	"Vitis(葡萄属)"	"14.70"	"软"	"2.93"	"较小"	"PTG0322"	"KAI LIANG BU"	"近圆"	"Vitaceae(葡萄科)"	"0.85"
"436"	"中"	"10.76"	"科伦坡人"	"196.3"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜酸"	"罗马尼亚"	"中"	"较多"	"2.42"	"绿"	"较小"	"Vitis(葡萄属)"	"13.40"	"软"	"2.83"	"小"	"PTG0323"	"KE LUN PO REN"	"椭圆"	"Vitaceae(葡萄科)"	"0.81"
"437"	"上"	"18.08"	"科维丁卡"	"178.9"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜"	"匈牙利"	"好"	"多"	"1.66"	"绿黄"	"小"	"Vitis(葡萄属)"	"18.60"	"软"	"3.40"	"小"	"PTG0324"	"KE WEI DING KA"	"椭圆"	"Vitaceae(葡萄科)"	"0.48"
"438"	"中"	"9.49"	"科维丁卡"	"323.0"	"鲜食,大穗,大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.18"	"晚"	"甜酸"	"匈牙利"	"好"	"较多"	"5.80"	"黄绿"	"较大"	"Vitis(葡萄属)"	"14.00"	"脆"	"2.88"	"较小"	"PTF0324"	"KE WEI DING KA"	"椭圆"	"Vitaceae(葡萄科)"	"0.71"
"439"	"中"	"13.17"	"库杜齐"	"681.0"	"酿酒,酒质优异"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.20"	"中"	"甜酸"	"苏联"	"中"	"多"	"5.48"	"黄绿"	"较大"	"Vitis(葡萄属)"	"17.50"	"软"	"2.94"	"大"	"PTG0325"	"KU DU QI"	"近圆"	"Vitaceae(葡萄科)"	"0.76"
"440"	"中"	"11.97"	"莱茵雷司令"	"118.7"	"酿酒,酒质优异"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜酸"	"德国"	"中"	"多"	"1.53"	"黄绿"	"小"	"Vitis(葡萄属)"	"17.90"	"软"	"2.72"	"小"	"PTF0325"	"LAI YIN LEI SI LING"	"圆"	"Vitaceae(葡萄科)"	"0.68"
"441"	"上"	"10.85"	"雷司令"	"80.0"	"鲜食,大粒,丰产"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.14"	"中"	"酸甜"	"德国"	"好"	"多"	"1.37"	"紫红"	"小"	"Vitis(葡萄属)"	"12.10"	"软"	"3.02"	"极小"	"PTG0326"	"LEI SI LING"	"倒卵"	"Vitaceae(葡萄科)"	"0.66"
"442"	"中上"	"9.91"	"龙宝"	"558.4"	"鲜食"	"国外"	"--"	"欧美杂种"	"8.19"	"中"	"酸甜"	"日本"	"好"	"多"	"8.66"	"紫红"	"大"	"Vitis(葡萄属)"	"13.30"	"较软"	"2.77"	"较大"	"PTG0327"	"LONG BAO"	"椭圆"	"Vitaceae(葡萄科)"	"0.66"
"443"	"中上"	"16.23"	"露莎夫人"	"160.6"	"鲜食"	"国外"	"--"	"欧美杂种"	"8.16"	"中"	"酸甜"	"法国"	"中"	"多"	"1.55"	"黄绿"	"小"	"Vitis(葡萄属)"	"17.60"	"软"	"3.17"	"小"	"PTG0329"	"LU SHA FU REN"	"近圆"	"Vitaceae(葡萄科)"	"0.89"
"444"	"中"	"11.82"	"罗吉玫瑰"	"229.9"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.06"	"中"	"酸甜"	"葡萄牙"	"中"	"较多"	"3.21"	"淡紫红"	"中"	"Vitis(葡萄属)"	"15.80"	"较脆"	"3.01"	"小"	"PTG0330"	"LUO JI MEI GUI"	"近圆"	"Vitaceae(葡萄科)"	"0.88"
"445"	"中下"	"13.03"	"罗马尼亚"	"270.6"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.01"	"晚"	"甜酸"	"苏联"	"中"	"较多"	"5.58"	"紫红"	"较大"	"Vitis(葡萄属)"	"14.90"	"软"	"2.59"	"较小"	"PTG0331"	"LUO MA NI YA"	"近圆"	"Vitaceae(葡萄科)"	"0.86"
"446"	"中上"	"12.41"	"马夫鲁特"	"256.8"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.02"	"晚"	"酸甜"	"保加利亚"	"好"	"多"	"1.80"	"紫红"	"小"	"Vitis(葡萄属)"	"15.40"	"较软"	"2.91"	"较小"	"PTG0332"	"MA FU LU TE"	"椭圆"	"Vitaceae(葡萄科)"	"0.77"
"447"	"中"	"12.34"	"麦达斯玫瑰"	"252.2"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.08"	"中"	"甜酸"	"英国"	"中"	"多"	"5.24"	"黄绿"	"较大"	"Vitis(葡萄属)"	"14.80"	"软"	"3.19"	"较小"	"PTG0333"	"MAI DA SI MEI GUI"	"近圆"	"Vitaceae(葡萄科)"	"0.72"
"448"	"上"	"13.66"	"曼道万克"	"114.8"	"鲜食,品质优"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"酸甜"	"匈牙利"	"中"	"较多"	"2.21"	"紫红"	"小"	"Vitis(葡萄属)"	"15.70"	"较软"	"2.95"	"小"	"PTG0334"	"MAN DAO WAN KE"	"椭圆"	"Vitaceae(葡萄科)"	"0.59"
"449"	"上"	"18.57"	"玫瑰香"	"390.1"	"鲜食,高含糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.06"	"中"	"甜"	"英国"	"好"	"少"	"4.11"	"紫黑"	"中"	"Vitis(葡萄属)"	"19.20"	"软"	"3.63"	"中"	"PTG0335"	"MEI GUI XIANG"	"椭圆"	"Vitaceae(葡萄科)"	"0.69"
"450"	"中上"	"12.85"	"玫瑰香"	"280.0"	"鲜食,无核"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.14"	"晚"	"酸甜"	"英国"	"中"	"中"	"5.90"	"紫黑"	"较大"	"Vitis(葡萄属)"	"15.60"	"较脆"	"2.65"	"较小"	"PTF0335"	"MEI GUI XIANG"	"卵圆"	"Vitaceae(葡萄科)"	"0.93"
"451"	"中上"	"10.54"	"美丽无核"	"228.4"	"鲜食,制汁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.20"	"早"	"酸甜"	"美国"	"中"	"多"	"1.70"	"紫黑"	"小"	"Vitis(葡萄属)"	"14.60"	"软"	"2.72"	"小"	"PTG0336"	"MEI LI WU HE"	"圆"	"Vitaceae(葡萄科)"	"0.57"
"452"	"中上"	"15.40"	"美洲玫瑰香"	"111.5"	"鲜食,制汁"	"国外"	"--"	"欧美杂种"	"7.26"	"早"	"甜"	"--"	"中"	"较多"	"2.92"	"紫红"	"较小"	"Vitis(葡萄属)"	"17.40"	"较软"	"3.12"	"小"	"PTG0337"	"MEI ZHOU MEI GUI XIANG"	"卵圆"	"Vitaceae(葡萄科)"	"0.45"
"453"	"中上"	"10.76"	"蜜尔紫"	"289.4"	"鲜食,制罐"	"国外"	"--"	"欧美杂种"	"8.08"	"中"	"甜"	"美国"	"好"	"较多"	"3.12"	"绿黄"	"中"	"Vitis(葡萄属)"	"13.30"	"脆"	"3.17"	"较小"	"PTG0338"	"MI ER ZI"	"椭圆"	"Vitaceae(葡萄科)"	"0.44"
"454"	"中上"	"16.01"	"那尔玛"	"465.0"	"酿酒,鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"晚"	"酸甜"	"苏联"	"好"	"多"	"5.11"	"黄绿"	"较大"	"Vitis(葡萄属)"	"17.00"	"软"	"3.45"	"较大"	"PTG0339"	"NA ER MA"	"近圆"	"Vitaceae(葡萄科)"	"0.91"
"455"	"中上"	"10.00"	"纳尔玛"	"177.0"	"鲜食,粒大质优"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.25"	"中"	"甜"	"苏联"	"好"	"较少"	"4.35"	"黄白"	"中"	"Vitis(葡萄属)"	"13.10"	"脆"	"3.50"	"小"	"PTF0339"	"NA ER MA"	"长圆"	"Vitaceae(葡萄科)"	"0.32"
"456"	"中上"	"12.52"	"品丽珠"	"124.9"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.25"	"--"	"甜"	"法国"	"好"	"中"	"1.73"	"紫红"	"小"	"Vitis(葡萄属)"	"15.40"	"脆"	"3.15"	"小"	"PTG0341"	"PIN LI ZHU"	"瓶形"	"Vitaceae(葡萄科)"	"0.48"
"457"	"上"	"11.75"	"普列文玫瑰"	"283.8"	"鲜食,品质优"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.22"	"早"	"甜"	"保加利亚"	"好"	"多"	"4.28"	"绿黄"	"中"	"Vitis(葡萄属)"	"13.50"	"脆"	"3.70"	"较小"	"PTG0343"	"PU LIE WEN MEI GUI"	"椭圆"	"Vitaceae(葡萄科)"	"0.54"
"458"	"上"	"16.10"	"葡萄园皇后"	"485.2"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.26"	"早"	"甜"	"匈牙利"	"好"	"少"	"5.88"	"绿黄"	"较大"	"Vitis(葡萄属)"	"16.50"	"较脆"	"3.90"	"较大"	"PTG0344"	"PU TAO YUAN HUANG HOU"	"椭圆"	"Vitaceae(葡萄科)"	"0.44"
"459"	"中上"	"12.91"	"葡萄园皇后"	"495.0"	"酿酒,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.16"	"中"	"甜酸"	"匈牙利"	"中"	"多"	"4.80"	"黄绿"	"中"	"Vitis(葡萄属)"	"15.90"	"软"	"3.24"	"较大"	"PTF0344"	"PU TAO YUAN HUANG HOU"	"卵圆"	"Vitaceae(葡萄科)"	"0.78"
"460"	"中"	"18.51"	"巧尼克"	"407.2"	"酿酒,高含糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"酸甜"	"罗马尼亚"	"中"	"少"	"3.33"	"黄绿"	"中"	"Vitis(葡萄属)"	"19.10"	"软"	"3.82"	"中"	"PTG0345"	"QIAO NI KE"	"椭圆"	"Vitaceae(葡萄科)"	"0.69"
"461"	"中"	"14.89"	"巧尼克"	"324.0"	"酿酒,酒质优,高含糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.30"	"晚"	"甜酸"	"罗马尼亚"	"中"	"多"	"3.80"	"淡紫红"	"中"	"Vitis(葡萄属)"	"19.50"	"软"	"2.96"	"较小"	"PTF0345"	"QIAO NI KE"	"椭圆"	"Vitaceae(葡萄科)"	"0.69"
"462"	"中上"	"10.80"	"琼瑶浆"	"76.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.09"	"中"	"甜"	"奥地利"	"好"	"较多"	"1.59"	"紫黑"	"小"	"Vitis(葡萄属)"	"12.60"	"脆"	"2.83"	"极小"	"PTG0346"	"QIONG YAO JIANG"	"椭圆"	"Vitaceae(葡萄科)"	"0.69"
"463"	"中上"	"13.25"	"瑞必尔"	"299.9"	"鲜食,大粒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.26"	"晚"	"甜"	"美国"	"好"	"较多"	"5.70"	"黄绿"	"较大"	"Vitis(葡萄属)"	"15.70"	"脆"	"3.20"	"较小"	"PTG0347"	"RUI BI ER"	"椭圆"	"Vitaceae(葡萄科)"	"0.50"
"464"	"中上"	"11.49"	"森田尼"	"326.9"	"鲜食,早熟"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.22"	"晚"	"甜"	"土耳其"	"中"	"多"	"5.19"	"黄绿"	"较大"	"Vitis(葡萄属)"	"13.60"	"软"	"3.19"	"较小"	"PTG0348"	"SEN TIAN NI"	"近圆"	"Vitaceae(葡萄科)"	"0.47"
"465"	"上"	"13.55"	"莎巴珍珠"	"295.8"	"鲜食,极早熟"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.12"	"早"	"甜"	"匈牙利"	"中"	"多"	"2.69"	"淡黄"	"较小"	"Vitis(葡萄属)"	"14.80"	"软"	"3.41"	"较小"	"PTG0349"	"SHA BA ZHEN ZHU"	"椭圆"	"Vitaceae(葡萄科)"	"0.55"
"466"	"中"	"14.36"	"苏珊玫瑰"	"360.9"	"鲜食,药用无核"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.12"	"早"	"酸甜"	"苏联"	"较差"	"较多"	"2.80"	"红紫"	"较小"	"Vitis(葡萄属)"	"16.00"	"较软"	"2.89"	"中"	"PTG0351"	"SU SHAN MEI GUI"	"近圆"	"Vitaceae(葡萄科)"	"0.52"
"467"	"中上"	"13.73"	"田野黑"	"161.5"	"酿酒,新梢直立"	"国外"	"--"	"欧美杂种"	"8.20"	"中"	"酸甜"	"日本"	"中"	"多"	"6.38"	"粉红"	"较大"	"Vitis(葡萄属)"	"17.00"	"软"	"2.85"	"小"	"PTG0353"	"TIAN YE HEI"	"椭圆"	"Vitaceae(葡萄科)"	"0.76"
"468"	"中上"	"14.33"	"瓦吉斯别里"	"358.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.17"	"中"	"甜酸"	"苏联"	"中"	"多"	"2.57"	"蓝紫"	"较小"	"Vitis(葡萄属)"	"17.60"	"软"	"2.82"	"中"	"PTG0354"	"WA JI SI BIE LI"	"椭圆"	"Vitaceae(葡萄科)"	"0.95"
