"id"	"叶身"	"花瓣数"	"叶尖"	"抗旱性"	"叶面"	"种子成熟期"	"叶肉厚"	"叶基"	"水浸出物"	"叶质"	"发芽日期"	"种径大小"	"新梢颜色"	"芽叶色泽"	"抗根结线虫"	"资源类型"	"茶多酚"	"咖啡碱"	"百粒重"	"抗云纹叶枯"	"叶齿密度"	"花瓣大小"	"品种名称"	"有效积温"	"叶色"	"叶齿深度"	"芽叶展开态"	"成茶香气"	"花瓣色泽"	"芽叶隆起性"	"儿茶素总量"	"繁殖方式"	"儿茶素一"	"柱头裂位"	"儿茶素三"	"叶宽"	"儿茶素四"	"花梗长度"	"红茶总分"	"儿茶素五"	"花萼数"	"种皮色泽"	"叶姿"	"茶果形状"	"抗寒性"	"科名"	"雌雄高比"	"树姿"	"新梢长度"	"统一编号"	"适制性"	"发芽密度"	"酯酶谱带数"	"栅栏组织厚"	"始花期"	"新梢茸毛"	"叶脉对数"	"新梢重量"	"丰产性"	"花柱长度"	"原产地"	"海绵组织厚"	"萜烯指数"	"叶形"	"种苗来源"	"属名"	"新梢密度"	"省"	"树型"	"乌龙茶总分"	"抗白星病"	"叶齿锐度"	"花萼色泽"	"抗螨类"	"花萼茸毛"	"柱头裂数"	"节间长度"	"抗小绿叶蝉"	"儿茶素二"	"抗轮斑病"	"叶缘"	"学名"	"树高"	"叶长"	"花冠直径"	"保存单位"	"盛花期"	"氨基酸"	"雄蕊数目"	"绿茶总分"	"倍数性"	"子房茸毛"	"生产力指数"	"苞片有无"	"分枝密度"	"芽叶茸毛"	"成茶滋味"	"结实性"
"232"	"--"	"--"	"圆尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"紫阳1号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"7.1"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"--"	"半开张"	"6.5"	"00000639"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"31.0"	"--"	"--"	"陕紫阳"	"--"	"--"	"卵圆"	"陕紫阳"	"Camellia(山茶属)"	"--"	"陕西"	"灌木"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"12.3"	"--"	"陕西省紫阳茶试站 (陕011)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"233"	"--"	"7.0"	"圆尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"紫阳11号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.3"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"5.2"	"00000640"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"34.0"	"--"	"--"	"陕紫阳"	"--"	"--"	"椭圆"	"陕紫阳"	"Camellia(山茶属)"	"--"	"陕西"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"11.7"	"3.8"	"陕西省紫阳茶试站 (陕012)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"234"	"--"	"8.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"紫阳18号"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.8"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"7.6"	"00000641"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"--"	"--"	"陕紫阳"	"--"	"--"	"椭圆"	"陕紫阳"	"Camellia(山茶属)"	"--"	"陕西"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"11.7"	"4.9"	"陕西省紫阳茶试站 (陕013)"	"10/11-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"235"	"--"	"6.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"紫阳9号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.7"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"9.6"	"00000642"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"29.0"	"--"	"--"	"陕紫阳"	"--"	"--"	"椭圆"	"陕紫阳"	"Camellia(山茶属)"	"--"	"陕西"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"11.0"	"3.5"	"陕西省紫阳茶试站 (陕014)"	"10/11-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"236"	"--"	"8.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"紫阳16号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.6"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"中"	"半开张"	"7.5"	"00000643"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"34.0"	"--"	"--"	"陕紫阳"	"--"	"--"	"椭圆"	"陕紫阳"	"Camellia(山茶属)"	"--"	"陕西"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"4裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.8"	"4.3"	"陕西省紫阳茶试站 (陕015)"	"10/01-10/10"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"237"	"--"	"8.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"紫阳8号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.5"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"6.8"	"00000644"	"绿茶"	"--"	"--"	"--"	"--"	"特多"	"--"	"30.0"	"--"	"--"	"陕紫阳"	"--"	"--"	"椭圆"	"陕紫阳"	"Camellia(山茶属)"	"--"	"陕西"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.8"	"3.5"	"陕西省紫阳茶试站 (陕016)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"238"	"--"	"9.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"紫阳17号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.5"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"7.2"	"00000645"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"29.0"	"--"	"--"	"陕紫阳"	"--"	"--"	"椭圆"	"陕紫阳"	"Camellia(山茶属)"	"--"	"陕西"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"4裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.4"	"3.8"	"陕西省紫阳茶试站 (陕017)"	"10/01-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"239"	"--"	"8.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"紫阳12号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.0"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"7.0"	"00000646"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"28.0"	"--"	"--"	"陕紫阳"	"--"	"--"	"椭圆"	"陕紫阳"	"Camellia(山茶属)"	"--"	"陕西"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.3"	"3.7"	"陕西省紫阳茶试站 (陕018)"	"10/11-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"240"	"--"	"8.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"紫阳13号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.8"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"7.3"	"00000647"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"31.0"	"--"	"--"	"陕紫阳"	"--"	"--"	"椭圆"	"陕紫阳"	"Camellia(山茶属)"	"--"	"陕西"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.2"	"3.8"	"陕西省紫阳茶试站 (陕019)"	"10/01-10/10"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"241"	"--"	"7.0"	"钝尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"农家品种"	"--"	"--"	"--"	"--"	"--"	"--"	"陇春群体种"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"6.0"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"中"	"开张"	"--"	"00000648"	"--"	"--"	"--"	"--"	"--"	"多"	"--"	"102.0"	"--"	"--"	"陕紫阳"	"--"	"--"	"长椭圆"	"陕紫阳"	"Camellia(山茶属)"	"--"	"陕西"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"--"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"13.0"	"2.9"	"甘肃省农科院经作所 (甘001)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"242"	"内折"	"8.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"较脆"	"迟"	"1.1"	"--"	"--"	"--"	"农家品种"	"--"	"--"	"73.30"	"--"	"密"	"--"	"碧波"	"--"	"绿"	"浅"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"5.0"	"--"	"--"	"--"	"--"	"5.0"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"--"	"00000649"	"红茶"	"--"	"--"	"--"	"09/07"	"中"	"9"	"--"	"--"	"1.30"	"甘文县"	"--"	"--"	"长椭圆"	"甘文县"	"Camellia(山茶属)"	"--"	"甘肃"	"小乔木"	"--"	"--"	"中"	"--"	"--"	"--"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"12.5"	"3.0"	"甘肃省农科院经作所 (甘002)"	"11/01-11/10"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"243"	"--"	"--"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"农家品种"	"--"	"--"	"--"	"--"	"--"	"--"	"太平老鹰茶"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"4.0"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"--"	"半开张"	"10.5"	"00000650"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"--"	"--"	"--"	"甘康县"	"--"	"--"	"卵圆"	"甘康县"	"Camellia(山茶属)"	"--"	"甘肃"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.5"	"--"	"甘肃省农科院经作所 (甘005)"	"11/01-11/10"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"244"	"--"	"6.0"	"钝尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"1.3"	"--"	"--"	"--"	"农家品种"	"--"	"--"	"121.50"	"--"	"--"	"--"	"陇青群体种"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"4.5"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"直立"	"--"	"00000651"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"--"	"--"	"--"	"浙江省"	"--"	"--"	"长椭圆"	"浙江省"	"Camellia(山茶属)"	"--"	"浙江"	"灌木"	"--"	"--"	"--"	"--"	"--"	"--"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.0"	"2.7"	"甘肃省农科院经作所 (甘004)"	"--"	"--"	"--"	"--"	"二倍体"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"245"	"--"	"5.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"引进品种"	"--"	"--"	"--"	"--"	"--"	"--"	"阿萨姆种"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"35.10"	"--"	"12.90"	"5.3"	"83.70"	"--"	"--"	"18.70"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"11.9"	"00000652"	"红茶"	"--"	"--"	"--"	"--"	"多"	"--"	"107.0"	"--"	"--"	"印度"	"--"	"--"	"椭圆"	"印度"	"Camellia(山茶属)"	"--"	"国外"	"乔木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"15.60"	"--"	"--"	"--"	"--"	"12.0"	"4.0"	"海南岭头茶科所 (外引001)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"246"	"--"	"5.0"	"渐尖"	"弱"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"引进品种"	"--"	"--"	"--"	"--"	"--"	"--"	"越南种"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"4.6"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"--"	"半开张"	"11.2"	"00000653"	"红茶"	"--"	"--"	"--"	"--"	"特多"	"--"	"--"	"--"	"--"	"越南"	"--"	"--"	"椭圆"	"越南"	"Camellia(山茶属)"	"--"	"国外"	"乔木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"11.1"	"2.9"	"海南岭头茶科所 (外引002)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"247"	"--"	"7.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"引进品种"	"21.57"	"4.23"	"--"	"--"	"--"	"--"	"格鲁吉亚1号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"145.47"	"有性系"	"21.61"	"中裂"	"14.30"	"4.9"	"89.91"	"--"	"--"	"12.79"	"5.0"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"4.5"	"00000654"	"绿茶"	"--"	"--"	"--"	"--"	"特多"	"--"	"31.7"	"--"	"1.40"	"苏联"	"--"	"--"	"椭圆"	"苏联"	"Camellia(山茶属)"	"--"	"国外"	"灌木"	"--"	"--"	"--"	"--"	"--"	"中"	"3裂"	"--"	"--"	"6.86"	"--"	"--"	"--"	"--"	"10.2"	"4.0"	"中国农科院茶叶研究所 (外引003)"	"10/21-10/31"	"3.27"	"--"	"--"	"二倍体"	"多"	"--"	"--"	"--"	"--"	"--"	"--"
"248"	"--"	"7.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"引进品种"	"23.78"	"4.21"	"--"	"--"	"--"	"--"	"格鲁吉亚4号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"151.01"	"有性系"	"21.17"	"浅裂"	"11.15"	"4.6"	"98.70"	"--"	"--"	"13.61"	"5.0"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"4.7"	"00000655"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"35.2"	"--"	"1.34"	"苏联"	"--"	"--"	"椭圆"	"苏联"	"Camellia(山茶属)"	"--"	"国外"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"6.38"	"--"	"--"	"--"	"--"	"9.4"	"4.1"	"中国农科院茶叶研究所 (外引004)"	"10/21-10/31"	"3.99"	"--"	"--"	"二倍体"	"中"	"--"	"--"	"--"	"--"	"--"	"--"
"249"	"--"	"8.0"	"钝尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"引进品种"	"24.55"	"4.50"	"--"	"--"	"--"	"--"	"格鲁吉亚6号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"141.36"	"有性系"	"12.42"	"中裂"	"14.27"	"4.7"	"90.67"	"--"	"--"	"17.80"	"5.0"	"--"	"水平"	"--"	"强"	"Theaceae(山茶科)"	"高"	"半开张"	"4.5"	"00000656"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"29.2"	"--"	"1.30"	"苏联"	"--"	"--"	"椭圆"	"苏联"	"Camellia(山茶属)"	"--"	"国外"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"6.20"	"--"	"--"	"--"	"--"	"9.3"	"3.8"	"中国农科院茶叶研究所 (外引005)"	"10/21-10/31"	"3.24"	"--"	"--"	"二倍体"	"中"	"--"	"--"	"--"	"--"	"--"	"--"
"250"	"--"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"引进品种"	"23.18"	"4.20"	"--"	"--"	"--"	"--"	"格鲁吉亚8号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"140.41"	"有性系"	"11.52"	"中裂"	"10.67"	"3.4"	"95.09"	"--"	"--"	"17.25"	"5.0"	"--"	"水平"	"--"	"强"	"Theaceae(山茶科)"	"高"	"半开张"	"4.1"	"00000657"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"25.2"	"--"	"1.20"	"苏联"	"--"	"--"	"椭圆"	"苏联"	"Camellia(山茶属)"	"密"	"国外"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"5.88"	"--"	"--"	"--"	"--"	"6.7"	"4.0"	"中国农科院茶叶研究所 (外引006)"	"10/21-10/31"	"3.27"	"--"	"--"	"二倍体"	"中"	"--"	"--"	"密"	"--"	"--"	"--"
"251"	"内折"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"引进品种"	"15.80"	"3.61"	"--"	"--"	"密"	"--"	"薮北"	"--"	"绿"	"浅"	"--"	"--"	"--"	"--"	"101.06"	"有性系"	"5.65"	"深裂"	"6.46"	"3.8"	"53.82"	"--"	"--"	"12.93"	"5.0"	"--"	"稍上斜"	"--"	"强"	"Theaceae(山茶科)"	"中"	"半开张"	"6.4"	"00000658"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"7"	"68.0"	"高"	"1.50"	"日本"	"--"	"--"	"椭圆"	"日本"	"Camellia(山茶属)"	"中"	"国外"	"灌木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"12.20"	"--"	"微波"	"--"	"--"	"8.7"	"4.4"	"湖南省茶科所 (外引007)"	"10/11-10/20"	"4.35"	"--"	"--"	"--"	"中"	"--"	"--"	"密"	"--"	"--"	"--"
"252"	"--"	"--"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"引进品种"	"--"	"--"	"--"	"--"	"--"	"--"	"玉绿"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"3.4"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Theaceae(山茶科)"	"--"	"半开张"	"6.4"	"00000659"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"68.0"	"--"	"--"	"日本"	"--"	"--"	"椭圆"	"日本"	"Camellia(山茶属)"	"--"	"国外"	"灌木"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.9"	"--"	"湖南省茶科所 (外引008)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"253"	"--"	"7.0"	"渐尖"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"特早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"早逢春"	"--"	"深绿"	"中"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"深裂"	"--"	"3.5"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"--"	"00000356"	"红茶"	"--"	"--"	"--"	"--"	"多"	"8"	"--"	"--"	"1.80"	"闽福鼎"	"--"	"--"	"椭圆"	"闽福鼎"	"Camellia(山茶属)"	"密"	"福建"	"小乔木"	"--"	"--"	"中"	"--"	"--"	"--"	"3裂"	"--"	"--"	"--"	"--"	"波"	"--"	"--"	"8.6"	"3.4"	"福建省茶科所 (闽089)"	"--"	"--"	"--"	"--"	"--"	"多"	"--"	"--"	"中"	"--"	"--"	"--"
"254"	"--"	"--"	"渐尖"	"中"	"强隆"	"--"	"--"	"--"	"--"	"较脆"	"早"	"--"	"绿"	"--"	"--"	"株系"	"27.40"	"4.53"	"--"	"--"	"密"	"--"	"黄奇"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"167.65"	"无性系"	"--"	"--"	"--"	"3.2"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"中"	"Theaceae(山茶科)"	"--"	"直立"	"8.6"	"00000357"	"--"	"--"	"--"	"--"	"--"	"特多"	"--"	"75.0"	"高"	"--"	"闽安溪"	"--"	"--"	"椭圆"	"闽安溪"	"Camellia(山茶属)"	"中"	"福建"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.2"	"--"	"--"	"--"	"微波"	"--"	"--"	"7.7"	"--"	"福建省茶科所 (闽090)"	"11/11-11/20"	"2.12"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"255"	"--"	"--"	"渐尖"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"黄绿"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"联山大叶"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.9"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"--"	"半开张"	"--"	"00000358"	"红茶"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"高"	"--"	"闽上杭"	"--"	"--"	"椭圆"	"闽上杭"	"Camellia(山茶属)"	"--"	"福建"	"灌木"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.0"	"--"	"福建省茶科所 (闽091)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"--"
"256"	"--"	"--"	"渐尖"	"--"	"平"	"--"	"--"	"--"	"--"	"较脆"	"早"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"无花茶"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.3"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"--"	"半开张"	"--"	"00000402"	"--"	"--"	"--"	"--"	"--"	"中"	"11"	"--"	"--"	"--"	"赣定南"	"--"	"--"	"椭圆"	"赣定南"	"Camellia(山茶属)"	"--"	"江西"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"微波"	"--"	"--"	"13.6"	"--"	"定南县农科所 (赣036)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"257"	"--"	"8.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"红花枇杷"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.8"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"中"	"直立"	"8.8"	"00000403"	"红茶"	"--"	"--"	"--"	"--"	"多"	"--"	"67.0"	"--"	"--"	"赣修水"	"--"	"--"	"椭圆"	"赣修水"	"Camellia(山茶属)"	"--"	"江西"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"--"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.6"	"4.4"	"九江地区茶科所 (赣037)"	"10/11-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
