"id"	"棉铃虫"	"棉酚"	"生长势"	"生育期"	"果枝节位"	"短绒色"	"单宁"	"棉红蜘蛛"	"株形"	"苞外蜜腺"	"白度"	"叶厚度"	"花药色"	"东经"	"统一编号"	"叶片大小"	"属名"	"茎色"	"叶蜜腺"	"花冠色"	"铃形"	"花大小"	"跨长"	"麦克隆值"	"北纬"	"种仁脂肪"	"黄萎病"	"棉毒素"	"原产地"	"主茎硬度"	"果枝数"	"气流纱支数"	"叶色"	"耐涝性"	"环纺纱号数"	"单株铃数"	"花柱长"	"伸长百分率"	"单位编号"	"译名"	"色泽"	"果枝伸展角"	"倒伏性"	"叶形"	"果枝类型"	"杂质等级"	"茎毛"	"科名"	"种子来源地"	"品种名称"	"年"	"类别"	"气流纺指标"	"省"	"光反射率"	"保存单位"	"库编号"	"种子绒毛"	"叶绒毛"	"絮棉色"	"学名"	"高程"	"红铃虫"	"花芯色"	"枯萎病"	"铃色"	"叶枝数"	"环纺纱强力"	"样品类型"	"长度整齐度"	"子指"	"铃室数"	"蚜虫"	"铃开裂"	"耐盐性"	"耐旱性"	"铃柄长"	"苞叶形状"	"比强度"	"种仁蛋白"	"衣分"	"铃重"	"铃着生方式"	"主茎粗细"	"株高"	"图象"
"2294"	"--"	"0.5435"	"中"	"146"	"4.6"	"灰"	"0.07847"	"--"	"塔"	"有"	"10.3"	"厚"	"乳白"	"--"	"ZM-50683"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"24.1"	"4.6"	"--"	"32.20"	"S"	"有"	"美国"	"硬"	"15.7"	"6"	"绿"	"耐"	"8"	"21.8"	"高于"	"6.1"	"JS03948"	"GP92"	"43-1"	">45"	"不倒"	"阔叶"	"2"	"5"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1616"	"国外"	"68.9"	"江苏经作所"	"I3A04802"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"2.1"	"97"	"国外"	"52.5"	"9.8"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"19.5"	"41.50"	"35.40"	"3.70"	"单生"	"粗"	"83.0"	"--"
"2295"	"--"	"0.3264"	"中"	"146"	"5.2"	"灰"	"0.07348"	"--"	"塔"	"有"	"9.7"	"厚"	"乳白"	"--"	"ZM-50684"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"27.2"	"3.8"	"--"	"35.80"	"HR"	"有"	"美国"	"硬"	"17.9"	"7"	"绿"	"耐"	"10"	"16.2"	"等于"	"6.2"	"JS03949"	"GP93"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1843"	"国外"	"73.2"	"江苏经作所"	"I3A04803"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"1.6"	"114"	"国外"	"50.0"	"11.9"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"19.6"	"35.80"	"34.04"	"4.70"	"单生"	"粗"	"94.7"	"--"
"2296"	"--"	"0.5255"	"强"	"145"	"5.5"	"灰"	"0.07313"	"--"	"塔"	"有"	"9.8"	"中"	"白"	"--"	"ZM-50685"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"26.5"	"3.9"	"--"	"33.50"	"R"	"有"	"美国"	"硬"	"12.6"	"7"	"绿"	"较耐"	"11"	"17.7"	"高于"	"6.8"	"JS03950"	"GP94"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1899"	"国外"	"72.9"	"江苏经作所"	"I3A04804"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"0.9"	"126"	"国外"	"54.3"	"13.2"	">3"	"--"	"畅"	"不抗"	"不抗"	"短"	"心脏"	"22.0"	"40.90"	"29.55"	"4.40"	"单生"	"粗"	"71.5"	"--"
"2297"	"--"	"0.7181"	"弱"	"143"	"4.7"	"灰"	"0.07705"	"--"	"塔"	"有"	"9.5"	"厚"	"黄"	"--"	"ZM-50686"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"28.9"	"3.8"	"--"	"33.60"	"R"	"有"	"美国"	"硬"	"15.4"	"7"	"绿"	"较耐"	"12"	"24.1"	"高于"	"6.9"	"JS03951"	"GP95"	"31-4"	">45"	"不倒"	"阔叶"	"2"	"4"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1851"	"国外"	"74.0"	"江苏经作所"	"I3A04805"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"0.6"	"134"	"国外"	"53.7"	"11.0"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"21.7"	"42.10"	"35.19"	"5.40"	"单生"	"中"	"85.0"	"--"
"2298"	"--"	"0.5973"	"弱"	"--"	"5.4"	"灰"	"0.07229"	"--"	"塔"	"有"	"9.8"	"厚"	"白"	"--"	"ZM-50687"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"大"	"27.7"	"3.2"	"--"	"31.50"	"S"	"有"	"美国"	"硬"	"10.5"	"7"	"绿"	"较耐"	"11"	"16.6"	"高于"	"6.3"	"JS03952"	"GP97"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"6"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1828"	"国外"	"73.1"	"江苏经作所"	"I3A04806"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"1.9"	"124"	"国外"	"50.4"	"11.1"	">3"	"--"	"畅"	"不抗"	"不抗"	"短"	"心脏"	"20.4"	"38.50"	"33.33"	"4.20"	"单生"	"粗"	"74.2"	"--"
"2299"	"--"	"0.5679"	"中"	"144"	"5.6"	"灰"	"0.07657"	"--"	"塔"	"有"	"10.1"	"厚"	"黄"	"--"	"ZM-50688"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"大"	"26.4"	"3.7"	"--"	"35.00"	"S"	"有"	"美国"	"硬"	"9.9"	"7"	"绿"	"较耐"	"10"	"22.7"	"高于"	"6.4"	"JS03953"	"GP99"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"6"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1810"	"国外"	"72.2"	"江苏经作所"	"I3A04807"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"4.1"	"110"	"国外"	"47.2"	"9.8"	">3"	"--"	"畅"	"不抗"	"不抗"	"长"	"心脏"	"20.9"	"38.50"	"31.82"	"3.96"	"单生"	"粗"	"75.9"	"--"
"2300"	"--"	"0.4847"	"强"	"148"	"5.0"	"灰"	"0.07087"	"--"	"塔"	"有"	"10.6"	"厚"	"白"	"--"	"ZM-50689"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"大"	"25.6"	"3.4"	"--"	"33.30"	"S"	"有"	"美国"	"硬"	"16.8"	"7"	"绿"	"耐"	"10"	"20.3"	"等于"	"6.5"	"JS03954"	"GP100"	"43-1"	">45"	"不倒"	"阔叶"	"2"	"4"	"多"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1873"	"国外"	"69.0"	"江苏经作所"	"I3A04808"	"有"	"多"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"1.1"	"119"	"国外"	"52.8"	"10.9"	">3"	"--"	"畅"	"不抗"	"不抗"	"长"	"心脏"	"21.4"	"43.90"	"29.27"	"4.10"	"单生"	"粗"	"80.8"	"--"
"2301"	"--"	"0.3966"	"强"	"144"	"5.3"	"灰"	"0.07372"	"--"	"塔"	"有"	"9.6"	"厚"	"白"	"--"	"ZM-50690"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"大"	"25.7"	"3.5"	"--"	"35.70"	"S"	"有"	"美国"	"硬"	"14.7"	"6"	"绿"	"较耐"	"9"	"23.7"	"高于"	"5.3"	"JS03955"	"GP101"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"6"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1593"	"国外"	"72.3"	"江苏经作所"	"I3A04809"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"1.0"	"106"	"国外"	"52.0"	"11.0"	">3"	"--"	"畅"	"不抗"	"不抗"	"短"	"心脏"	"16.6"	"42.30"	"33.33"	"4.50"	"单生"	"粗"	"98.7"	"--"
"2302"	"--"	"0.4374"	"强"	"144"	"5.4"	"灰"	"0.07503"	"--"	"塔"	"有"	"10.4"	"厚"	"白"	"--"	"ZM-50691"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"30.8"	"3.7"	"--"	"34.80"	"T"	"有"	"美国"	"硬"	"16.5"	"7"	"绿"	"较耐"	"12"	"15.4"	"低于"	"7.1"	"JS03956"	"GP102"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"6"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1812"	"国外"	"71.9"	"江苏经作所"	"I3A04810"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"3.5"	"132"	"国外"	"51.2"	"11.6"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"20.6"	"39.00"	"31.85"	"4.09"	"单生"	"粗"	"88.0"	"--"
"2303"	"--"	"0.4537"	"强"	"143"	"4.5"	"灰"	"0.07015"	"--"	"塔"	"有"	"10.3"	"厚"	"白"	"--"	"ZM-50692"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"大"	"24.5"	"4.4"	"--"	"32.50"	"T"	"有"	"美国"	"硬"	"15.5"	"5"	"绿"	"较耐"	"9"	"19.5"	"等于"	"7.1"	"JS03957"	"GP103"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"6"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1504"	"国外"	"71.3"	"江苏经作所"	"I3A04811"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"1.7"	"105"	"国外"	"56.1"	"10.2"	">3"	"--"	"畅"	"不抗"	"不抗"	"短"	"心脏"	"17.8"	"42.20"	"28.57"	"3.50"	"单生"	"粗"	"87.3"	"--"
"2304"	"--"	"0.4994"	"强"	"144"	"5.1"	"灰"	"0.07396"	"--"	"塔"	"无"	"9.6"	"厚"	"白"	"--"	"ZM-50693"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"27.2"	"4.2"	"--"	"33.00"	"T"	"有"	"美国"	"硬"	"14.2"	"6"	"绿"	"耐"	"9"	"20.3"	"低于"	"6.0"	"JS03958"	"GP104"	"42-1"	">45"	"不倒"	"阔叶"	"2"	"4"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1679"	"国外"	"70.4"	"江苏经作所"	"I3A04812"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"2.7"	"107"	"国外"	"51.1"	"11.8"	">3"	"--"	"畅"	"不抗"	"抗"	"长"	"心脏"	"18.5"	"44.00"	"30.97"	"5.25"	"单生"	"粗"	"92.0"	"--"
"2305"	"--"	"0.5092"	"中"	"145"	"4.8"	"灰"	"0.07610"	"--"	"塔"	"有"	"10.3"	"厚"	"白"	"--"	"ZM-50694"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"大"	"27.6"	"4.5"	"--"	"35.40"	"T"	"有"	"美国"	"硬"	"15.7"	"6"	"绿"	"较耐"	"10"	"17.7"	"高于"	"6.6"	"JS03959"	"GP105"	"42-1"	">45"	"不倒"	"阔叶"	"2"	"5"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1704"	"国外"	"70.4"	"江苏经作所"	"I3A04813"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"3.7"	"113"	"国外"	"51.9"	"11.6"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"20.4"	"36.80"	"35.94"	"5.08"	"单生"	"粗"	"78.7"	"--"
"2306"	"--"	"0.4064"	"中"	"145"	"6.6"	"灰"	"0.06956"	"--"	"塔"	"有"	"11.2"	"厚"	"黄"	"--"	"ZM-50695"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"大"	"25.7"	"4.3"	"--"	"32.80"	"T"	"有"	"美国"	"硬"	"16.5"	"7"	"绿"	"耐"	"10"	"28.8"	"等于"	"7.2"	"JS03960"	"GP106"	"43-1"	">45"	"不倒"	"阔叶"	"2"	"4"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1838"	"国外"	"67.8"	"江苏经作所"	"I3A04814"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"4.8"	"119"	"国外"	"54.7"	"10.6"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"23.1"	"39.50"	"32.00"	"2.84"	"单生"	"粗"	"84.0"	"--"
"2307"	"--"	"0.5027"	"强"	"147"	"5.2"	"灰"	"0.07657"	"--"	"塔"	"无"	"10.2"	"厚"	"白"	"--"	"ZM-50696"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.9"	"3.2"	"--"	"32.00"	"T"	"有"	"美国"	"硬"	"14.1"	"6"	"绿"	"耐"	"9"	"16.7"	"高于"	"5.4"	"JS03961-"	"GP107"	"32-1"	">45"	"不倒"	"阔叶"	"2"	"4"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1750"	"国外"	"72.7"	"江苏经作所"	"I3A04815"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"3.0"	"103"	"国外"	"45.3"	"10.0"	">3"	"--"	"畅"	"不抗"	"不抗"	"短"	"心脏"	"16.6"	"42.00"	"30.00"	"3.70"	"单生"	"粗"	"109.6"	"--"
"2308"	"--"	"0.3917"	"强"	"149"	"5.5"	"灰"	"0.07467"	"--"	"塔"	"无"	"11.0"	"厚"	"黄"	"--"	"ZM-50697"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"中"	"26.3"	"3.9"	"--"	"33.30"	"S"	"有"	"美国"	"硬"	"12.3"	"6"	"绿"	"高耐"	"10"	"15.2"	"高于"	"7.1"	"JS03961-"	"GP108"	"33-2"	">45"	"不倒"	"阔叶"	"2"	"6"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1719"	"国外"	"69.0"	"江苏经作所"	"I3A04816"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"5.0"	"117"	"国外"	"54.3"	"13.0"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"20.4"	"39.90"	"26.45"	"4.56"	"单生"	"粗"	"96.9"	"--"
"2309"	"--"	"0.3949"	"中"	"146"	"5.3"	"灰绿"	"0.07729"	"--"	"塔"	"有"	"10.7"	"厚"	"白"	"--"	"ZM-50698"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"大"	"28.3"	"4.6"	"--"	"33.20"	"S"	"有"	"美国"	"硬"	"16.1"	"6"	"绿"	"高耐"	"10"	"16.6"	"高于"	"7.1"	"JS03962"	"GP109"	"43-1"	">45"	"不倒"	"阔叶"	"2"	"4"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1697"	"国外"	"67.5"	"江苏经作所"	"I3A04817"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"2.3"	"110"	"国外"	"52.1"	"13.2"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"19.6"	"38.00"	"29.63"	"4.50"	"单生"	"粗"	"86.0"	"--"
"2310"	"--"	"0.4456"	"强"	"149"	"5.4"	"灰"	"0.08359"	"--"	"塔"	"有"	"9.8"	"厚"	"白"	"--"	"ZM-50699"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"大"	"27.2"	"4.5"	"--"	"32.30"	"S"	"有"	"美国"	"硬"	"16.1"	"6"	"绿"	"较耐"	"10"	"19.6"	"高于"	"6.4"	"JS03963"	"GP110"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"6"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1678"	"国外"	"71.9"	"江苏经作所"	"I3A04818"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"4.2"	"114"	"国外"	"52.0"	"13.0"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"20.6"	"41.70"	"29.63"	"5.96"	"单生"	"粗"	"82.5"	"--"
"2311"	"--"	"0.5418"	"弱"	"146"	"5.7"	"灰"	"0.07455"	"--"	"塔"	"无"	"9.7"	"厚"	"白"	"--"	"ZM-50700"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"27.8"	"3.4"	"--"	"29.60"	"T"	"有"	"美国"	"硬"	"15.7"	"7"	"绿"	"耐"	"12"	"20.2"	"低于"	"5.8"	"JS03964"	"GP111"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"4"	"多"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1905"	"国外"	"72.5"	"江苏经作所"	"I3A04819"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"3.3"	"131"	"国外"	"52.4"	"10.7"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"21.8"	"39.70"	"33.33"	"3.90"	"单生"	"粗"	"69.9"	"--"
"2312"	"--"	"0.4308"	"中"	"146"	"5.4"	"灰绿"	"0.07931"	"--"	"塔"	"无"	"15.2"	"厚"	"白"	"--"	"ZM-50701"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"中"	"25.3"	"4.0"	"--"	"32.40"	"--"	"有"	"美国"	"硬"	"14.8"	"6"	"绿"	"耐"	"7"	"33.3"	"低于"	"6.4"	"JS03965"	"GP112"	"85-3"	">45"	"不倒"	"阔叶"	"2"	"6"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1591"	"国外"	"54.1"	"江苏经作所"	"I3A04820"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"--"	"绿"	"4.8"	"81"	"国外"	"51.7"	"9.7"	">3"	"--"	"畅"	"不抗"	"抗"	"长"	"心脏"	"16.4"	"38.60"	"33.00"	"3.40"	"单生"	"粗"	"95.3"	"--"
"2313"	"--"	"0.4896"	"中"	"153"	"4.5"	"灰"	"0.06611"	"--"	"塔"	"有"	"11.7"	"厚"	"白"	"--"	"ZM-50702"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"中"	"27.1"	"3.0"	"--"	"33.10"	"T"	"有"	"美国"	"硬"	"20.3"	"6"	"绿"	"较耐"	"10"	"29.1"	"等于"	"5.4"	"JS03966"	"GP113"	"33-4"	">45"	"不倒"	"阔叶"	"2"	"6"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1744"	"国外"	"67.5"	"江苏经作所"	"I3A04821"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"5.3"	"113"	"国外"	"51.4"	"9.7"	">3"	"--"	"畅"	"不抗"	"抗"	"长"	"心脏"	"17.9"	"42.20"	"28.50"	"3.18"	"单生"	"粗"	"95.0"	"--"
"2314"	"--"	"0.6071"	"强"	"136"	"3.3"	"灰"	"0.07075"	"--"	"塔"	"有"	"10.0"	"厚"	"白"	"--"	"ZM-50703"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"28.8"	"4.4"	"--"	"32.30"	"S"	"有"	"美国"	"硬"	"16.4"	"6"	"绿"	"耐"	"10"	"9.7"	"等于"	"6.0"	"JS03967"	"GP114"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"4"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1629"	"国外"	"71.7"	"江苏经作所"	"I3A04822"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"1.6"	"112"	"国外"	"52.0"	"12.7"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"17.8"	"40.30"	"31.58"	"3.80"	"单生"	"粗"	"126.0"	"--"
"2315"	"--"	"0.4586"	"中"	"146"	"4.3"	"灰"	"0.07586"	"--"	"塔"	"有"	"8.9"	"厚"	"白"	"--"	"ZM-50704"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"中"	"26.4"	"3.3"	"--"	"33.50"	"S"	"有"	"美国"	"硬"	"16.5"	"6"	"绿"	"耐"	"10"	"15.6"	"低于"	"5.4"	"JS03968"	"GP115"	"31-4"	">45"	"不倒"	"阔叶"	"2"	"5"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1747"	"国外"	"74.2"	"江苏经作所"	"I3A04823"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"2.2"	"114"	"国外"	"49.9"	"10.3"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"18.6"	"42.30"	"32.50"	"4.00"	"单生"	"中"	"102.5"	"--"
"2316"	"--"	"0.5402"	"中"	"138"	"4.4"	"灰"	"0.06968"	"--"	"塔"	"无"	"10.2"	"厚"	"白"	"--"	"ZM-50705"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"26.1"	"3.8"	"--"	"32.90"	"S"	"有"	"美国"	"硬"	"16.8"	"7"	"绿"	"耐"	"9"	"19.7"	"高于"	"5.6"	"JS03969"	"GP116"	"32-1"	">45"	"不倒"	"阔叶"	"2"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1795"	"国外"	"72.9"	"江苏经作所"	"I3A04824"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"3.2"	"108"	"国外"	"50.1"	"11.7"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"18.8"	"36.30"	"30.56"	"3.91"	"单生"	"中"	"104.7"	"--"
"2317"	"--"	"0.4733"	"强"	"132"	"6.8"	"灰"	"0.07336"	"--"	"塔"	"有"	"9.9"	"厚"	"黄"	"--"	"ZM-50706"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"中"	"27.4"	"4.2"	"--"	"--"	"S"	"有"	"美国"	"硬"	"13.8"	"6"	"绿"	"较耐"	"9"	"22.4"	"高于"	"6.7"	"JS03970"	"GP117"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"2"	"多"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1750"	"国外"	"71.5"	"江苏经作所"	"I3A04825"	"有"	"多"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"4.0"	"108"	"国外"	"50.1"	"9.9"	">3"	"--"	"畅"	"不抗"	"高抗"	"短"	"窄卷"	"18.9"	"--"	"34.29"	"4.17"	"单生"	"粗"	"89.5"	"--"
"2318"	"--"	"0.4537"	"强"	"146"	"3.2"	"灰"	"0.07455"	"--"	"塔"	"有"	"10.4"	"中"	"白"	"--"	"ZM-50707"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"27.2"	"4.3"	"--"	"32.10"	"S"	"有"	"美国"	"硬"	"16.7"	"6"	"绿"	"耐"	"10"	"16.8"	"高于"	"6.3"	"JS03971"	"GP118"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"4"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1655"	"国外"	"71.8"	"江苏经作所"	"I3A04826"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"3.0"	"111"	"国外"	"52.5"	"10.4"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"18.6"	"38.30"	"33.33"	"2.50"	"单生"	"粗"	"107.8"	"--"
"2319"	"--"	"0.4896"	"强"	"153"	"3.0"	"灰"	"0.07694"	"--"	"塔"	"有"	"10.6"	"厚"	"白"	"--"	"ZM-50708"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"27.3"	"3.8"	"--"	"34.30"	"T"	"有"	"美国"	"硬"	"18.5"	"7"	"绿"	"耐"	"11"	"20.7"	"等于"	"7.4"	"JS03972"	"GP119"	"32-2"	">45"	"不倒"	"阔叶"	"2"	"3"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1895"	"国外"	"71.0"	"江苏经作所"	"I3A04827"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"3.5"	"129"	"国外"	"54.3"	"10.3"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"22.4"	"38.60"	"31.85"	"4.75"	"单生"	"中"	"110.7"	"--"
"2320"	"--"	"0.4863"	"强"	"145"	"3.3"	"灰"	"0.06920"	"--"	"塔"	"有"	"10.1"	"厚"	"白"	"--"	"ZM-50709"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"大"	"29.1"	"3.4"	"--"	"30.90"	"S"	"有"	"美国"	"硬"	"19.8"	"6"	"绿"	"耐"	"10"	"17.7"	"低于"	"5.6"	"JS03973"	"GP120"	"42-1"	">45"	"不倒"	"阔叶"	"2"	"4"	"少"	"Malvaceae(锦葵科)"	"美国"	"--"	"1992"	"陆国外"	"1747"	"国外"	"70.3"	"江苏经作所"	"I3A04828"	"有"	"少"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"3.1"	"110"	"国外"	"47.9"	"11.1"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"17.0"	"38.60"	"29.17"	"4.44"	"单生"	"粗"	"121.0"	"--"
