"id"	"入侵时间及地点"	"防治方法"	"别名"	"危害特点"	"中文名"	"生物学特征及发生消长规律"	"纲"	"目"	"科"	"属"	"英文名"	"传播途径"	"入侵地"	"门"	"原产地"	"形态特征"	"相关文献"	"拉丁学名"	"记录号"	"图片"
"126"		"化学除草剂2，4-D、百草敌、苯达松和2甲4氯控制。"	"洋姑娘"	"一般性杂草。杂草，全草药用，子实可食用。"	"毛酸浆"	"一年生杂草。喜生于湿润土壤。常见于路边、田头。花果期6~10月。"	"双子叶植物纲"	"茄目"	"茄科"	"酸浆属"	"Downy Groundcherry"	"种子携带。"	"黑龙江、吉林和辽宁三省有栽培，常逸为野生。"	"被子植物门"	"美洲"	"成株：茎高30-60cm，多分枝，嫩枝密披长柔毛。叶互生，叶片卵形，基部两侧不等，长3-8 cm，宽2-6 cm，每侧边缘有不等大的3-8枚牙齿，疏生短柔毛，但脉上较密；叶柄长3-8 cm。花单生叶腋，花梗长5-10mm。花萼钟状，裂片披针形，急尖；花冠钟状，淡黄色果绿晕，径6-10mm ,5浅裂，裂片基部有紫色斑纹；雄蕊5，花药带紫色，长约1.5 mm左右。宿萼卵形或阔卵形，微带黄色，基部稍凹入，长2-3 cm，直径2-2.5 cm，具5棱角及10条纵肋。浆果球形，直径1-1.5 cm，黄色或带紫色。 子实：种子近圆形，扁平，长约1.5mm，宽1.5mm，黄色，表面网状，网孔不规则；种剂位于扁平的一侧。"	"李扬汉，1998. 中国杂草志. P.948-949； 中国植物志编辑委员会，1978. 中国植物志. 67卷第1分册. Pp.58-59 江苏植物研究所，江苏植物志（下卷），江苏科技出版社，1982，730，图1947"	"Physalis pubescens L."	"PL00126"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/毛酸浆.jpg"
"127"	"1935年在杭州采到标本"	"在结果前挖除。"	"商陆，美国商陆，十蕊商陆，垂序商陆"	"一般性杂草。观赏；根供药用；种子能利尿，有解毒作用。为茶、果园、竹林、油茶林、油桐林地杂草，危害一般。 各地常栽作观赏，易逸生。种子常被食果动物特别是鸟类散布。有时侵入天然生态系统中。根及浆果对人及家畜均有毒。"	"美洲商陆"	"多年生草本。喜生长于土壤肥沃的林缘、地边、房前屋后；为茶、果园、竹林、油茶林、油桐林地杂草，危害一般。春季萌发，花期7—8期，果期8—10月。果实落地后地上部分死亡；种子在土壤中越冬，笠春开始萌发，发育期长。以根茎和种子繁殖。"	"双子叶植物纲"	"石竹目"	"商陆科"	"商陆属"	"Common Pokeweed，Coakum，Poke-berry"		"河北，北京，天津，陕西，山西，山东，江苏，安徽，浙江，上海，江西，福建，台湾，河南，湖北，湖南，广东，广西，四川，重庆，云南，贵州"	"被子植物门"	"北美洲"	"成株：直立草本，全株无毛，高1-2m。根粗壮，肉质，圆锥形。茎直立，粗壮，肉质，圆柱形，无毛，常带紫红色。叶椭圆状卵形或披针形，长10-30cm，先端短尖，基部锲形。总状花系长5-20cm，下垂；花白色，直径6mm；花被5片；雄蕊10个，总梗长5-10厘米；心皮10，和生。 子实：果穗下垂，浆果扁球形，成熟时红紫色，有宿存花萼；种子肾形，黑褐色。"	"李扬汉，1998. 中国杂草志. P.747； 李振宇，解焱，2002. 中国外来入侵种. P.110 《安徽植物志》协作组编.安徽植物志,中国展望出版社，1986：第二卷，184，图458"	"Phytolacca Americana L."	"PL00127"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/美洲商陆.jpg"
"128"				"一般性杂草。"	"密花独行菜"	"一年生或二年生草本。通常种子于夏季发芽，形成连坐状幼苗越冬。花期次年5—6月，果期6—7月。种子繁殖。 生于海滨、沙地、田边及路旁，为一般性路埂杂草，发生量小，危害轻。"	"双子叶植物纲"	"白花菜目"	"十字花科"	"独行菜属"	"Densiflowered Pepperweed"		"东北地区，河北，山东，及云南等地"	"被子植物门"	"北美洲"	"茎直立，高10—40厘米，通常上部分枝。具疏生柱状短柔毛。基生叶有柄，叶片长1.5—3.5厘米，宽5—10毫米，先端急尖，基部锲形，边缘有不规则深锯齿状缺刻，稀羽状分裂；下部及中部茎生叶有短柄，边缘有锐锯齿，茎上部叶线形，近无柄，具疏锯齿或近全缘。全部叶下面均有柱状短柔毛，上面无毛。总状花序，花多数，密生，果期伸长；萼片卵形，长约0.5毫米。花瓣无或退化成丝状，仅为萼片长度的1/2；花柱极短。短角果圆状倒卵形或广倒卵形，长2—2.5毫米，顶端圆钝，微缺，有翅，无毛，种子卵形，长约1.5毫米，黄褐色，边缘有不明显或极狭的透明白边，子叶背倚。"	"傅立国，陈潭清，郎楷永等，2003.中国高等植物. 5卷. 青岛：青岛出版社. pp. 405-406"	"Lepidium densiflorum Schrad."	"PL00128"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/密花独行菜.jpg"
"129"					"木麻黄"	"强阳性，喜炎热气候，耐干旱、贫瘠，抗盐渍，也耐潮湿，不耐寒。生长快，广东栽培15年生树高达20m以上．寿命短，30～50年即衰老。通常种子繁殖，也可用半成熟枝扦插。本种是华南沿海地区造林最适树种，凡沙地和海滨地区均可栽植，其防风固沙作用良好；在城市及郊区亦可做行道树、防护林或绿篱。 造林时，最好接种根瘤菌，有助于抗高温、干旱、贫瘠条件，从而可提高成活率和促进幼苗生长。容器苗比裸根苗成活率高，生长迅速，在生产上广泛应用。主要病害有青枯病，近年又发现丛枝病。害虫有木麻黄毒蛾、棉蝗、大麻黄枯叶蛾。"	"双子叶植物纲"	"木麻黄目"	"木麻黄科"	"木麻黄属"	"Beefwood"		"沿海、台湾"	"被子植物门"	"澳大利亚"	"树高达30米。树干通直。树皮深褐色，不规则条裂。小枝绿色，代替叶的功能，叫叶状枝。叶退化呈鳞片状，每节着生鳞片状叶6～8枚。花单性，同株或异株。聚合果椭圆形，外被短柔毛。小坚果具翅。"		"Casuarina equisetifolia"	"PL00129"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/木麻黄.jpg"
"130"					"牧地狼尾草"		"单子叶植物纲"	"禾本目"	"禾本科"	"狼尾草属"	"Feathery pennisetum"		"台湾及海南已引种而归化"	"被子植物门"	"热带美洲及热带非洲"	"多年生。根茎短刁、秆丛生，高50-150厘米。叶鞘疏松，有硬毛，边缘具纤毛，老后常宿存基部；叶舌为一圈长约1毫米的纤毛；叶片线形，宽3-15毫米，多少有毛。圆锥花序为紧圆柱状，长10-25厘米，宽8-10毫米，黄色至紫色 。"		"Pennisetum polystachion"	"PL00130"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/牧地狼尾草.jpg"
"131"	"伊朗，印度"		"刺苜蓿，刺荚苜蓿，黄花苜蓿，金花菜，母齐头，黄花草子，磨盘草子，肥田草，草头"	"一般性杂草。有时侵入农田，危害小麦、油菜等夏收作物，危害较轻。又为朝鲜黑龟甲虫、小地老虎、棉实夜蛾、玉米夜蛾、苹果叶螨的媒介；炭疽病、白粉病和霜霉病的寄主，造成间接危害。牧草，绿肥，也可供蔬菜食用。"	"南苜蓿"	"一年生或多年生草本。喜生于较肥沃的路旁、荒地，较耐寒，适应路埂生境较好，为常见的路埂及草地杂草。花果期4—5月。"	"双子叶植物纲"	"蔷薇目"	"豆科"	"苜蓿属"	"Toothed Burr Medick ，California Burclover"		"安徽，江苏，浙江，江西，湖北，湖南"	"被子植物门"		"茎匍匐或稍直立，高约30厘米，基部多分枝，无毛或稍有毛。小叶阔倒卵形或倒心形，长1-1.5厘米，宽0.7-1厘米，顶端钝圆或微凹，有细锯齿，下部楔形，表面无毛，背面有舒柔毛，两侧小叶略小；托叶裂刻很深。总状花序腋生，有花2-6；花萼筒有疏柔毛。荚果螺旋形，直径约0.6厘米，边缘具有钩的刺，含种子数粒；种子肾形，黄褐色。"	"李扬汉，1998. 中国杂草志. P.633 江苏植物研究所，江苏植物志（下卷），江苏科技出版社，1982：339，图1275"	"Medicago hispida Gaertn."	"PL00131"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/南苜蓿.jpg"
"132"	"1895年在香港发现"		"番鬼茄，大颠茄，颠茄，颠茄子"	"具刺杂草，植株及果含龙葵碱，误食后可导致人畜中毒。"	"牛茄子"	"多年生草本或亚灌木，生于海拔200~1500m荒地、疏林或灌丛中。花果期5~10月。种子繁殖"	"双子叶植物纲"	"茄目"	"茄科"	"茄属"	"Soda－apple Nightshade"		"分布于我国江苏、江西、湖南、福建、广东、广西、海南、台湾、四川、贵州、云南等省区；广布热带地区。"	"被子植物门"	"巴西"	"成株 茎直立，高30—100cm。植物体除茎、枝外各部均被具节的纤毛，茎及小枝具细直皮刺。叶阔卵形，长5一10cm，宽4—12cm．5—7浅裂或深裂，叶柄及叶脉上均具刺。短聚伞花序腋外生，具1-4朵花；花劳杯状，直径约8mm，5裂，裂片卵形；花冠白色，5深裂，裂片披针形，长约1.1cm，宽约4mm。花丝长约2.5mm，花药长约8mm；子房球形，无毛。 子实 浆果扁球形，直径约3.5cm，成熟后橙红色，果梗长2-2.5cm，具细直刺。种子扁而薄，边缘翅状，直径约4mm。"	"李振宇，谢炎，2002.中国外来入侵种. p.144"	"Solanum surattense Burm f"	"PL00132"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/牛茄子.jpg"
"133"	"1915年在云南宁蒗和四川木里采到标本"	"改作水田，实行水旱轮作。幼苗期使用扑草净、敌草隆、西马津等除草剂；生长期使用2，4－滴，苯达松等除草剂防除。"	"辣子草、小米菊、珍珠草、向阳花、铜锤草"	"该种是一种难以去除的杂草，适应能力强，发生量大，对农田作物、蔬菜、果树等都有严重影响。易随带土苗木传播。危害秋收作物（玉米、大豆、甘薯、甘蔗）、蔬菜、果树及茶树，发生量大，危害重。"	"牛膝菊"	"一年生草本，生于海岸附近到3680m的山坡草地、河谷、疏林下、旷野、河岸、溪边、田间、路旁、果园或宅旁。花果期7~10月。种子繁殖，繁殖力极强。"	"双子叶植物纲"	"菊目"	"菊科"	"牛膝菊属"	"Smallflower Galinsoga，Gallant-soldier"	"易随带土苗木传播。"	"安徽、北京、福建、广西、贵州、河北、黑龙江、湖北、湖南、吉林、江苏、江西、辽宁、上海、四川、台湾、天津、西藏、云南、浙江、重庆、香港、澳门"	"被子植物门"	"南美洲"	"高10—80cm。茎单一或于下部分枝，分枝斜伸，被长柔毛状伏毛，嫩茎更密，并混有少量腺毛，于花期，茎中、下部毛渐稀疏。叶对生，具柄，叶柄长1一2cm，于茎顶柄渐短至近于无柄，被长柔毛状伏毛；叶片卵形、卵状披针形至披针形，长1.5一5.5cm，宽2—3.5cm，叶基圆形、宽楔形至楔形，顶端渐尖，基出三脉或不明显的五脉，边缘具钝锯齿或低手的疏锯齿，齿尖具胼胝体，叶片两面约被长柔毛状伏毛，于叶脉处较密。头状花序半球形至宽钟形，径3—6mm，下具长5—15mm的花序梗，于茎顶排列成伞房状。总苞片2层，5—7片，卵状三角形，顶端及边缘膜质，边缘有细睫毛。托片倒卵形、倒披针形或长圆状倒披针形，顶端三裂或不裂或仅侧裂。舌状花4—5朵，舌片白色，长1.2mm，顶端三齿裂，筒部细管状，长约1mm，被白色柔毛，冠毛粗毛状，长仅为花冠简的1／3。管状花冠黄色，长约1mm，先端五裂，下部被白色的柔毛；冠毛线形，长1一1.3mm，较花冠筒为长，边缘流苏状，固着在冠毛环上。子实：瘦果楔形，压扁，长1.5—2mm；舌状花瘦果具3棱，管状花瘦果4—5棱，上被白色的糙毛；舌状花瘦果上冠毛常脱落，管状花瘦果上流苏状冠毛宿存。"	"李扬汉，1998. 中国杂草志. pp.317-318； 李振宇，解焱，2002. 中国外来入侵种. p.166； 中国植物志编辑委员会，1979b. 中国植物志. 75卷. p.384"	"Galinsoga parviflora Cav."	"PL00133"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/牛膝菊.jpg"
"134"	"19世纪侵入中国东北部"			"19世纪侵入中国东北部，20世纪初在香港成为一种杂草。瘦果混在作物种子或草皮种子中传播，定居后产生大量瘦果，藉冠毛随风扩散。本种由于对某些除草剂有抗性，因此在美国东部的果园中迅速蔓延，同时也侵入农田中产生危害。在我国主要危害夏收作物（麦类和油菜）、果园、茶园和草坪，在低纬度地区还入侵山地生态系统，其数量有不断增加的趋势。"	"欧洲千里光"	"一年生草本，生于海拔300~2300m开旷山坡、草地及路旁。花果期4~10月。种子繁殖，繁殖能力强，容易扩散。"	"双子叶植物纲"	"菊目"	"菊科"	"千里光"	"Common Geoundsel"	"瘦果混在作物种子或草皮种子中传播，定居后产生大量瘦果，藉冠毛随风扩散。"	"福建、贵州、河北、黑龙江、湖北、吉林、江苏、辽宁、内蒙古、山西、陕西、上海、四川、台湾、西藏、香港、新疆、云南、浙江、重庆、安徽、江西"	"被子植物门"	"欧洲"	"茎叶近无毛或被蛛丝状毛。茎单生，直立，高12~45cm，自基部或中部分枝。叶互生，无柄，倒披针状匙形或长圆形，长3~11cm，宽0.5~2cm，先端钝，羽状浅裂至深裂，中部叶基部半抱茎，上部叶较小。头状花序无舌状花，排成顶生伞房花序，花序梗长0.5~2cm；总苞片18~22，线形，顶端具黑色长尖；管状花冠黄色，檐部漏斗状，5裂。瘦果圆柱形，长2~3mm，沿肋有微毛；冠毛白色，长6~7mm。"	"李扬汉，1998. 中国杂草志. p.364； 李振宇，解焱，2002. 中国外来入侵种. p.169"	"Senecio vulgaris L."	"PL00134"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/欧洲千里光.jpg"
"135"				"一般性杂草。"	"泡果苘"	"一年生或多年生草本。常见于海岸沙地、湿生草地或疏林中，生于海滨附近的荒地或低海拔山地、路旁的灌丛中。花期全年。"	"双子叶植物纲"	"锦葵目"	"锦葵科"	"苘麻属"	"Crispate Abutilon ，Bladder-mallow"		"广东、海南岛德陵水、崖县、昌江、东方等县"	"被子植物门"	"热带及亚热带美洲"	"茎直立或披散，高0.3~1米，有时平卧地面，枝被白色长毛和星状细柔毛。叶卵形或近圆形，长2~7厘米，顶端渐尖或急尖，基部心形，叶缘具锯齿，两面均密被柔毛；叶柄长2-50毫米，被星状长柔毛；托叶线形，长5~7毫米，被柔毛。花黄色，花梗纤细，长约2厘米，被柔毛，在关节处屈折；花萼碟状，长4~5毫米，外面被长柔毛，裂片5，卵形，先端渐尖头；花冠径约1厘米，花瓣倒卵形。蒴果圆球状或扁球形，膨胀，呈灯笼状，疏被粗毛，成熟时直径1~1.5厘米，室背开裂，果瓣脱落，宿存花托长约2毫米；种子肾形，黑色。"	"Delectis Florae中国植物志编辑委员会，1984a. 中国植物志. 49卷第2分册. pp.30-32"	"Abutilon crispum (L.) Medicus"	"PL00135"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/泡果苘.jpg"
"136"	"《救荒本草》（1406年）首次记载"			"田园中常见杂草，主要危害小麦、大麦、蔬菜、果树等作物。"	"婆婆纳"	"一年生或越年生草本，生于2200m以下的荒地、林缘、路旁。陕西渭河流域9~10月出生，早春发生数量极少。花期3~5月，种子繁殖。种子于4月渐次成熟，约经3~4月的休眠后萌发。"	"双子叶植物纲"	"玄参目"	"玄参科"	"婆婆纳属"	"Field Speedwell"		"北京，河北，山东，河南，陕西，甘肃，青海，新疆，江苏，安徽，浙江，上海，江西，福建，湖北，四川，重庆，贵州，广西，云南"	"被子植物门"	"西亚"	"茎基部多少分枝成丛，纤细，匍匐或上升，多少被柔毛，高10~25cm。叶对生，具短柄，三角状圆形，长5~10mm，通常有7~9个钝锯齿。总状花序顶生；苞片叶状，互生；花梗略比苞片短，花后向下反折；花萼4深裂几达基部，裂片卵形，果期长达5mm，被柔毛；花冠蓝紫色，辐状，直径4~8mm，筒部极短，蒴果近于肾形，稍扁，密被柔毛，在脊处混有腺毛，略比萼短，宽4~5mm，凹口成直角，裂片顶端圆，脉不明显，花柱与凹口齐或略过之；种子舟状深凹，背面波状纵皱纹。"	"中国植物志编辑委员会，1979. 中国植物志. 67卷第2分册. pp.284-285； 李振宇，解焱，2002. 中国外来入侵种. p.150"	"Veronica polita Fries (=Veronica didyma Tenore var. lilacina Yamazaki)"	"PL00136"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/婆婆纳.jpg"
